pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
917	Czworo ludzi na koniach znajduje się nad brzegiem wody .	Nikt nie znajduje się nad brzegiem wody .	3.5	CONTRADICTION
918	Mężczyzna jedzie na jednej nodze na rolkach , trzymając drugą nogę .	Jakiś człowiek jeździ na rolkach na jednej nodze .	4.0	NEUTRAL
919	Dwa osły obładowane bagażami i człowiek w kapeluszu przemierzają górski teren .	Mężczyzna idzie górską ścieżką , a przed nim idą dwa osły , które są objuczone .	4.0	NEUTRAL
922	Grupa mężczyzn i młodych chłopców przebywa blisko małej dziewczynki .	Dziewczynka całuje z zamkniętymi oczami pysk psa .	0.83	NEUTRAL
926	Troje dzieci w białym kasku huśta się obok siebie na huśtawce .	Dwóch chłopców huśta się na huśtawce z opony .	2.0	NEUTRAL
928	Mały ptak stoi na trawie , trzymając robaka w żółtym dziobie .	Kobieta w fioletowej bluzce gra na gitarze , śpiewając jednocześnie do mikrofonu .	0.0	NEUTRAL
929	Człowiek płynie małą łódką wzdłuż brzegu w mieście .	Człowiek płynie niebieską łódką wzdłuż brzegu w mieście .	3.33	NEUTRAL
930	Czterech ratowników zjeżdża na nartach ze stoku , który jest zaśnieżony .	Mężczyzna w okularach narciarskich patrzy przed siebie , za nim dwie osoby zeskakują na nartach z górki .	1.33	NEUTRAL
932	Mężczyzna przygląda się , jak dwóch chłopców i dziewczynka grają w piłkę nożną na trawie .	Kobieta z plecakiem na plecach trzyma w rękach bułkę z kiełbasą polaną sosami .	0.33	NEUTRAL
933	Skok na desce surfingowej jest wykonywany przez człowieka w kombinezonie nad wodą .	Człowiek na desce wykonuje skok z obrotem nad wodą .	3.17	NEUTRAL
935	Mężczyzna z ciemną brodą siedzi w pojeździe komunikacyjnym .	Chłopak z wędką i mężczyzna trzymający rybę w rękach , stoją w płytkiej wodzie .	0.17	NEUTRAL
936	Słoń , idąc drogą , niesie w trąbie pęk trawy .	Słoń idzie drogą i niesie w trąbie pęk trawy .	4.83	ENTAILMENT
938	Człowiek wspina się z asekuracją po skale pokrytej śniegiem i soplami .	Dwie kobiety przejeżdżają na tandemie obok ściany z namalowanym błaznem .	0.17	NEUTRAL
940	Puma wykonuje skok z niewielkiej skały .	Skok z niewielkiej skały jest wykonywany przez pumę .	5.0	ENTAILMENT
941	Mężczyźni jadą na koniach na ogrodzonym terenie , trzymając chorągwie .	Dwóch chłopców huśta się na huśtawce z opony .	0.0	NEUTRAL
942	Dwie dziewczyny piją piwo z butelek , siedząc na podłodze .	Chłopak w zielonej koszulce w paski patrzy na trzymany w dłoni telefon , stojąc pomiędzy innymi ludźmi .	0.33	NEUTRAL
944	Chłopiec w kasku i białych goglach spędza czas na plastikowych sankach w trakcie zimy .	Dziecko w kasku i goglach zjeżdża po śniegu na plastikowych sankach .	3.83	NEUTRAL
945	Dwie osoby siedzą na motorach , patrząc w stronę dwóch innych osób , które przejeżdżają przez zakręt .	Osoba na motorze podjeżdża do góry po stromym , błotnistym terenie .	2.0	NEUTRAL
946	Mężczyzna wykonuje skok na rowerze nad obiektem w kształcie małej piramidy w mieście .	Skok na rowerze jest wykonywany nad obiektem w kształcie małej piramidy w mieście przez mężczyznę .	5.0	ENTAILMENT
947	Psy biegną po skalistym terenie .	Pies przechodzi nad wodą po pniu drzewa .	1.17	NEUTRAL
948	Dwie osoby w basenie grają pod siatką w piłkę wodną .	Mężczyzna z nartami na nogach skacze ze spadochronem .	0.17	NEUTRAL
949	Mężczyzna przygląda się , jak dwóch chłopców i dziewczynka grają w piłkę nożną na trawie .	Nikt nie przygląda się , jak dwóch chłopców i dziewczynka grają w piłkę nożną na trawie .	3.83	CONTRADICTION
950	Kobieta ubrana w kombinezon ochronny maluje niewielki obraz .	Mężczyzna skacze z zieloną deską snowboardową .	0.33	NEUTRAL
952	Żadna kobieta nie stoi na boisku z jedną ręką wyciągniętą do góry , w drugiej ręce trzymając rakietkę do tenisa .	Kobieta w sportowym stroju stoi na boisku z jedną ręką wyciągniętą do góry , w drugiej ręce trzymając rakietkę do tenisa .	3.0	CONTRADICTION
953	Dziecko , trzymając zabawkowy pistolet , patrzy w celownik .	Dziewczynka o ciemnych oczach patrzy na czarny przedmiot , który trzyma w ręce .	1.5	NEUTRAL
954	Mężczyzna surfuje .	Mężczyzna z deską surfingową wchodzi do morza w pochmurny dzień .	2.33	NEUTRAL
955	Kilka zwierząt stoi obok siebie na śniegu .	Człowiek w białej kurtce przeskakuje na desce snowboardowej nad wzniesieniem .	0.0	NEUTRAL
956	Dwóch chłopców gra w piłkę na trawie w pobliżu drzew .	Kilka osób skacze jednocześnie do wody .	0.33	NEUTRAL
957	Dwie osoby w kaskach nie przejeżdżają na niewielkich rowerach po wyboistym terenie .	Uśmiechnięty chłopiec w kasku jedzie po ulicy zielonym rowerem .	1.33	NEUTRAL
958	Dwa białe psy idą koło siebie zwrócone tyłem do dwóch ciemnoszarych kotów .	Dwa białe psy biegną obok siebie po chodniku .	2.33	NEUTRAL
959	Mały chłopiec w niebieskim kapeluszu , który jest podtrzymywany przez inną osobę , siedzi w płytkiej wodzie .	Człowiek w samych spodenkach stoi na rękach na plaży .	0.83	NEUTRAL
960	Kobiety w kaskach i ochraniaczach na rękach i nogach ścigają się na wrotkach .	Żadne kobiety nie ścigają się na wrotkach .	2.67	CONTRADICTION
961	Duży czarno - biały ptak z żółtym , zakrzywionym dziobem leci nisko nad ziemią .	Żaden ptak nie leci nisko nad ziemią .	2.5	CONTRADICTION
962	Dziewczynka w opasce gra na gitarze , siedząc na łóżku , które jest ustawione pod różową ścianą .	Dziewczynka siedzi na łóżku pod różową ścianą i gra na gitarze .	3.67	ENTAILMENT
964	Kobieta wciąga ponton na wodę .	Dużo ludzi siedzi przy zastawionych stolikach na przestronnej sali .	0.17	NEUTRAL
965	Brązowy pies przechodzi nad wodą po przewróconym drzewie .	Pies przechodzi nad wodą po pniu drzewa .	4.17	NEUTRAL
966	Czarno - biały pies biegnie po trawie , trzymając w pysku gałąź .	Czarny pies biegnie po trawie , trzymając w pysku gałąź .	3.83	NEUTRAL
967	Zdjęcie jest robione dużym aparatem przez ciemnowłose dziecko .	Kobieta w kapeluszu robi zdjęcie podczas opadu śniegu .	1.33	NEUTRAL
968	Ciemnoskórzy mężczyźni grają na instrumentach tuż przed budynkiem .	Kilku mężczyzn gra na instrumentach dętych i perkusji pod oknami budynku .	3.17	NEUTRAL
969	Dziewczynka o rudych włosach skacze na chodniku w pobliżu łabędzia .	Szary ptak z dość długim dziobem i długimi nogami leci .	0.0	NEUTRAL
970	Kobieta i mężczyzna siedzą przy stoliku , patrząc na siebie .	Ubrany na czarno mężczyzna i kobieta w bluzce w paski siedzą naprzeciwko siebie przy stoliku .	3.67	NEUTRAL
971	Ubrane na biało kobiety stoją obok trzech białych kóz z pełnymi wymionami .	Kilka osób stoi .	2.17	NEUTRAL
972	Rudowłosa dziewczynka podskakuje na chodniku , patrząc na stojącego obok łabędzia .	Mężczyzna bez koszulki siedzi na kamienistej plaży , trzymając kamerę i patrząc na nią .	0.17	NEUTRAL
973	Dziewczynka o ciemnych włosach trzyma w rękach aparat z dużym obiektywem , przykładając go do twarzy .	Kobieta z plecakiem na plecach trzyma w rękach bułkę z kiełbasą polaną sosami .	0.33	NEUTRAL
974	Mężczyzna jedzie motocyklem wraz z psem w okularach siedzącym w bocznym wózku .	Mężczyzna w kasku nie jedzie na motorze z przyczepą , na której siedzi pies w okularach .	3.0	CONTRADICTION
976	Czworo dzieci skacze .	Trzy dziewczynki w kostiumach kąpielowych i okularach pływackich szykują się , by wskoczyć do basenu , a jedna dziewczynka wykonuje już skok .	2.67	ENTAILMENT
977	Dwoje dzieci w zimowych strojach siedzi w huśtawce zrobionej z opony , bujanej przez osobę w czarnych rękawiczkach .	Dwoje dzieci w zimowych strojach siedzi w huśtawce , która jest zrobiona z opony , bujanej przez osobę w czarnych rękawiczkach .	5.0	ENTAILMENT
979	Chłopiec śmieje się .	Jasnowłosy chłopiec śmieje się , huśtając na zielonej huśtawce .	3.33	ENTAILMENT
981	Ciemnowłosy chłopiec ubrany w biało - zielony strój biegnie po trawniku .	Pies o biszkoptowym kolorze przebywa blisko małej dziewczynki .	0.67	NEUTRAL
983	Uśmiechnięty chłopiec o przemoczonych włosach trzyma w rękach duży , niebieski parasol .	Trójka uśmiechniętych dzieci skacze do basenu z uniesionymi rękami .	0.33	NEUTRAL
984	Kobieta i chłopiec siedzą na ozdobionym kolorowymi przedmiotami rowerze , a druga kobieta robi im zdjęcie .	Samochód jedzie obok ogrodzenia , rozbryzgując wodę .	0.17	NEUTRAL
985	Dziecko siedzące na huśtawce uśmiecha się do stojącej obok kobiety .	Mały chłopiec w kapeluszu biegnie boso po bardzo płytkiej wodzie .	0.5	NEUTRAL
986	Pięcioro dzieci siedzi .	Dziecko w zimowym stroju zjeżdża po śniegu na czerwonych sankach .	1.0	NEUTRAL
987	Starszy pan w kapeluszu siedzi na ławce z jedną nogą założoną na drugą .	Dziewczyna w opasce i okularach przeciwsłonecznych siedzi w miejscu z widokiem na wieżowce .	0.17	NEUTRAL
988	Mała dziewczynka siedzi na wózku elektrycznym obok długiej półki z butami , trzymając w jednej ręce but .	Starszy mężczyzna w dużym kapeluszu siedzi na wózku elektrycznym przy półkach z dużą ilością butów .	2.0	NEUTRAL
990	Dziewczyna siedzi i patrzy na telefon , a druga stoi .	Jedna dziewczyna z łyżwami na nogach siedzi na barierce i patrzy na telefon , a druga stoi obok .	4.0	ENTAILMENT
991	Osoba wykonuje skok przez przeszkodę na jasnobrązowym koniu .	Jeździec przeskakuje na koniu przez przeszkodę .	3.83	NEUTRAL
992	Czterech młodych chłopaków biegnie po ulicy , skacząc jednocześnie do góry .	Trzech chłopaków podskakuje na asfaltowej drodze , a czwarty biegnie tuż za nimi .	3.83	NEUTRAL
993	Szary ptak z długim , cienkim dziobem leci wśród zieleni .	Szary ptak z długim dziobem leci wśród zieleni .	4.33	NEUTRAL
994	Chłopak kozłuje piłką do koszykówki na boisku na świeżym powietrzu .	Mężczyzna w skórzanym stroju gra na dużym bębnie , patrząc na dziecko grające na małym bębenku .	0.33	NEUTRAL
995	Na desce surfingowej stoją chłopiec i kobieta , którzy trzymają na rękach owieczki .	Żółw lądowy otwiera paszczę , pod którą człowiek podstawia truskawkę .	0.0	NEUTRAL
996	Dwoje dzieci siedzi na wielbłądach w pobliżu wysokich gór .	Kobieta gra na gitarze i śpiewa na siedząco .	0.33	NEUTRAL
997	Chłopiec z różowym kołem pływa w basenie .	Chłopiec pływa .	3.83	NEUTRAL
998	Czworo ludzi na koniach znajduje się nad brzegiem wody .	Czworo ludzi znajduje się nad brzegiem wody .	4.17	NEUTRAL
999	Mężczyzna wchodzi do wody .	Mężczyzna z deską surfingową wchodzi do wody .	3.67	ENTAILMENT
1000	Mężczyzna w niebieskiej koszuli trzyma przy ustach dłoń kobiety ubranej w bluzę , a obok siedzi mężczyzna w różowej bluzce .	Dłoń kobiety ubranej w bluzę jest trzymana przy ustach przez mężczyznę w niebieskiej koszuli , a obok siedzi mężczyzna w różowej bluzce .	5.0	ENTAILMENT
1001	Kobieta w czerwonej marynarce gra na gitarze , śpiewając jednocześnie do mikrofonu .	Kobieta gra na gitarze i śpiewa na siedząco .	2.5	NEUTRAL
1002	Wózek sklepowy jest prowadzony po dużym sklepie przez małego chłopca .	Mały chłopiec prowadzi wózek sklepowy po dużym sklepie .	5.0	ENTAILMENT
1003	Kilka dorosłych osób wraz z dziećmi , które są ubrane w pomarańczowe rękawki do pływania , pozuje do zdjęcia przy kominku obok choinki .	Mężczyzna w kasku i ubraniu ochronnym polewa wodą auto uniesione na lewarku .	0.0	NEUTRAL
1004	Dziecko z fioletowym irokezem na głowie nie gra na skrzypcach .	Chłopiec w okularach z pofarbowanym na niebiesko irokezem na głowie gra na skrzypcach .	3.33	NEUTRAL
1006	Kobieta w jasnym , sportowym stroju podskakuje na korcie z rakietą tenisową .	Kobieta w białym sportowym stroju podskakuje na korcie z rakietą tenisową .	4.33	ENTAILMENT
1007	Trzy osoby w kaskach siedzą jedna obok drugiej w pojazdach na rżysku .	Trzy osoby w kaskach siedzą jedna obok drugiej w pojazdach .	4.33	NEUTRAL
1008	Samochód ze światłami , które są włączone , przejeżdża w lesie przez dużą kałużę .	Niedaleko górskich wzniesień stoi zaparkowane wśród traw auto , a obok niego kobieta obserwuje widok przez lornetkę .	1.33	NEUTRAL
1009	Ptak stoi , a pięć piskląt siedzi .	Dorosła kaczka i kilka małych kaczek siedzą na dużym kamieniu .	2.67	NEUTRAL
1010	Człowiek przejeżdża na żółtym quadzie po rurze przylegającej do budynku .	Człowiek w kasku i kombinezonie jedzie na quadzie obok barierki , za którą znajduje się tor dla pojazdów .	2.83	NEUTRAL
1011	Mały , czarno - biały ptak siedzi na ludzkiej dłoni obok ciemnych pestek .	Gołębie są gonione na chodniku przez troje dzieci w mundurkach .	0.33	NEUTRAL
1013	Uśmiechnięta dziewczynka , która jest zaczepiona nogami o drążek , który jest umocowany na linach , zwisa głową w dół .	Dwoje dzieci buja się jednocześnie na huśtawce zrobionej z opony i łańcuchów .	1.67	NEUTRAL
1014	Człowiek zjeżdża na siedząco na wózku po leśnej drodze , a za nim stoi druga osoba .	Nikt nie siedzi w zabawkowym samochodzie .	0.33	NEUTRAL
1015	Widziana od tyłu dziewczynka w koszulce i dżinsach stoi na kamienistej plaży nad brzegiem wody .	Ubrana na czarno kobieta zwrócona przodem do ludzi zgromadzonych przed ekranem stoi na kamienistej plaży , patrząc w kierunku wody .	1.83	NEUTRAL
1016	Chłopak w kolorowych spodenkach skacze przy pomocy liny do wody .	Chłopak w spodenkach kąpielowych skacze do zbiornika wodnego otoczonego zielenią .	3.33	NEUTRAL
1017	Dwie osoby w kaskach jadą po łące na pojazdach z kierownicami .	Mężczyzna jedzie na rolkach po ulicy między trawnikami .	1.17	NEUTRAL
1018	Kobieta siedzi i trzyma torby .	Kobieta siedzi na skórzanym fotelu w galerii handlowej i trzyma w ręku torby .	3.5	ENTAILMENT
1019	Mężczyzna w eleganckim czarnym ubraniu stoi obok dwóch kobiet , trzymając aparat znajdujący się na statywie .	Kobieta w granatowej czapce i dużych okrągłych kolczykach stoi obok dwóch innych kobiet , trzymając aparat znajdujący się na statywie .	2.83	NEUTRAL
1020	Dziewczynka w czerwonej kamizelce ratunkowej unosi się na wodzie .	Dziewczynka z małą lalką w ręce unosi się na wodzie .	2.33	NEUTRAL
1021	Grupa ludzi siedzi po zmroku przy ognisku .	Kobieta w ciemnych okularach , ubrana w strój kąpielowy i czapkę z daszkiem , leży na piasku w słoneczny dzień .	0.17	NEUTRAL
1022	Trzej mężczyźni jadą uczepieni z tyłu zatłoczonego samochodu .	Trzej mężczyźni , którzy są uczepieni z tyłu samochodu , który jest zatłoczony , jadą .	5.0	ENTAILMENT
1023	Mężczyzna w kasku jedzie po śniegu skuterem śnieżnym .	Chłopak w kasku , rękawiczkach i ochraniaczach na nogach jedzie monocyklem po chodniku .	1.5	NEUTRAL
1024	Trzy dziewczynki w kostiumach kąpielowych stoją w płytkiej wodzie , dwie dziewczynki stoją na rękach , a jedna dziewczynka odchyla się do tyłu .	Człowiek w kombinezonie płynie na fali , stojąc na desce surfingowej .	0.83	NEUTRAL
1026	Człowiek z plecakiem i kijkami ogląda się za siebie , stojąc na śniegu w górach .	Człowiek z plecakiem zjeżdża na nartach po zboczu , które jest ośnieżone .	2.67	NEUTRAL
1027	Człowiek zjeżdża po zaśnieżonym stoku na pomarańczowych sankach .	Dwóch mężczyzn stoi na polu golfowym w pobliżu dużego budynku , jeden podnosi rękę , a drugi unosi kijek .	0.0	NEUTRAL
1028	Osoba w kapeluszu stoi samotnie w wodzie i łowi ryby .	Ryba jest łowiona nad wodą przez chłopca o jasnych włosach .	2.5	NEUTRAL
1029	Mężczyzna przygląda się , jak dwóch chłopców i dziewczynka grają w piłkę nożną na trawie .	Na trawie dwóch chłopców w sportowych strojach przymierza się do kopnięcia piłki , a na trampolinie stoi tak samo jak oni ubrana dziewczynka .	1.83	NEUTRAL
1030	Kobieta w jasnym stroju w czarne kropki śpiewa do mikrofonu .	Człowiek w kasku i kamizelce wiosłuje w małym kajaku po wzburzonej wodzie .	0.17	NEUTRAL
1031	Mężczyzna jedzie na jednej nodze na rolkach , trzymając drugą nogę .	Czarno - biały pies skacze w kierunku rozprutej piłki na terenie porośniętym suchymi roślinami .	0.5	NEUTRAL
1032	Kilka osób skacze .	Kilka osób skacze jednocześnie do wody .	4.0	ENTAILMENT
1033	Duży ptak o długiej szyi i żółtych nogach leci nad wodą .	Duży ptak o długiej szyi i długich , żółtych nogach leci nad wodą .	4.5	ENTAILMENT
1035	Kobieta w tradycyjnym stroju siedzi na samochodzie terenowym , w którym są dwie osoby .	Kobieta siedzi na dachu samochodu terenowego , w środku którego jadą dwie osoby .	3.67	NEUTRAL
1037	Kobieta , która jest ubrana na czarno , przygląda się manekinom na wystawie .	Kobieta ogląda wystawę z ubranymi w damskie stroje manekinami .	3.67	NEUTRAL
1038	W pobliżu innych ludzi stoi kanapa , a na niej siedzi mężczyzna .	Na zaśmieconej trawie stoi kanapa , a na niej siedzi mężczyzna .	3.17	NEUTRAL
1040	Mężczyzna stoi przy sterze na statku w słoneczny dzień .	Nikt nie stoi przy sterze na statku w słoneczny dzień .	3.17	CONTRADICTION
1041	Owad unosi się .	Duży owad unosi się w powietrzu obok kwiatów .	3.33	ENTAILMENT
1043	Chłopiec skacze w ubraniu do basenu , wyciągając ręce do dołu .	Dziecko w niebiesko - zielonym stroju skacze z trampoliny głową w dół do wody .	2.33	NEUTRAL
1044	Ręce są wyciągane pod koszem przez dwóch mężczyzn w kierunku lecącej piłki do koszykówki , a trzeci mężczyzna stoi obok z uniesionymi rękami .	Pod koszem dwóch mężczyzn wyciąga ręce w kierunku lecącej piłki do koszykówki , a trzeci mężczyzna stoi obok z uniesionymi rękami .	4.67	ENTAILMENT
1045	Mężczyzna w okularach czyta gazetę , siedząc przy stoliku , na którym stoi szklanka z napojem .	Siwy mężczyzna w okularach siedzi przy niewielkim stoliku i czyta gazetę .	2.83	NEUTRAL
1046	Człowiek stojący nad brzegiem wody zarzuca wędkę .	Człowiek z plecakiem idzie w górę zaśnieżonego zbocza w górach .	0.67	NEUTRAL
1047	Dorosła kaczka i kilka małych kaczek siedzą w aucie stojącym na pasie drogowym w pobliżu dużego mostu .	Dorosła kaczka i kilka małych kaczek siedzą na dużym kamieniu .	2.33	NEUTRAL
1048	Kobieta siedzi tyłem do grupy ludzi , trzymając w ręku kubek .	Mężczyzna biegnie z czerwoną kulą do kręgli w ręce .	0.0	NEUTRAL
1049	Mężczyzna leży na plecach na ringu , a drugi mężczyzna wykonuje obok skok .	Mężczyzna leży na plecach na ringu , a skok jest wykonywany przez drugiego mężczyznę obok .	5.0	ENTAILMENT
1050	Dwie młode osoby grają w piłkę na plaży w słoneczny dzień .	Sędzia z gwizdkiem patrzy w kierunku trzech małych chłopców grających w koszykówkę .	1.17	NEUTRAL
1051	Dwóch grających na harmonijce ustnej chłopców huśta się na huśtawce z opony .	Dwóch chłopców huśta się na huśtawce z opony .	3.83	NEUTRAL
1052	Człowiek w kombinezonie i okularach jedzie na quadzie obok barierki , za którą znajduje się tor dla pojazdów .	Człowiek w kasku i kombinezonie jedzie na quadzie obok barierki , za którą znajduje się tor dla pojazdów .	4.0	NEUTRAL
1053	Mężczyzna podskakuje .	Dwie osoby grają w piłkę siatkową na basenie .	0.5	NEUTRAL
1054	Człowiek zjeżdża na desce .	Młody człowiek zjeżdża na desce snowboardowej po poręczy .	3.0	ENTAILMENT
1055	Kobieta i mężczyzna widziani od tyłu siedzą przy stolikach w czytelni .	Na świeżym powietrzu chłopiec celuje z łuku w tarczę przymocowaną do leżącego na stole snopka siana .	0.17	NEUTRAL
1056	Człowiek stoi do połowy w wodzie z wędką .	Mężczyzna z wędką stoi pośród fali , która jest wzburzona .	3.17	NEUTRAL
1058	Kobieta w zielonym płaszczu stoi pod budynkiem obok budki telefonicznej .	Kobieta z książką w ręku stoi pod budynkiem obok budki telefonicznej .	4.0	NEUTRAL
1059	Osoba przejeżdża przez śniegową zaspę na kolorowych saniach , które są dmuchane , w kształcie opony .	Uśmiechnięta kobieta stoi w pobliżu dwóch osób siedzących na skuterach śnieżnych .	0.5	NEUTRAL
1060	Kobieta gra na gitarze i śpiewa na siedząco .	Kobieta w fioletowej bluzce gra na gitarze , śpiewając jednocześnie do mikrofonu .	3.17	NEUTRAL
1061	Fioletowy pokrowiec wypełniony wieloma rzeczami leży przed mężczyzną w dużym kapeluszu .	Fioletowy pokrowiec wypełniony wieloma rzeczami leży przed mężczyzną z gitarą .	3.83	NEUTRAL
1062	Mężczyzna w czarnej kurtce siedzi z gitarą na trybunie nad wodą .	Mężczyzna w kapeluszu siedzi z gitarą na trybunie nad wodą .	3.83	NEUTRAL
1063	Dwie kobiety i uśmiechający się mężczyzna siedzą przy stole w pokoju z dużą ilością zdjęć na ścianie .	Dwie kobiety i mężczyzna siedzą przy stole w pokoju z dużą ilością zdjęć na ścianie .	4.17	NEUTRAL
1064	Chłopak w kasku , rękawiczkach i ochraniaczach na nogach jedzie monocyklem z uniesionymi rękami .	Chłopak w kasku i ochraniaczach jedzie na monocyklu po chodniku .	3.5	NEUTRAL
1065	Coś jest pokazywane palcem dziecku biegnącemu po plaży przez kobietę w białej czapce .	Kobieta w białej czapce pokazuje coś palcem dziecku biegnącemu po plaży .	5.0	ENTAILMENT
1066	Chłopiec w kaloszach stoi przy białej barierce z wędką w lewej ręce , prawą trzymając wyciągniętą przed siebie .	Chłopiec w czarnej bluzie stoi przy białej barierce z wędką w lewej ręce , prawą trzymając wyciągniętą przed siebie .	3.67	NEUTRAL
1068	Na dużym terenie jest zgromadzone wielkie zbiorowisko ludzi .	Na dużym terenie stoi zgromadzone wielkie zbiorowisko ludzi .	4.83	ENTAILMENT
1069	Małe dziecko prowadzi po ulicy zabawkowy wózek , w którym siedzi lalka .	Mały chłopiec prowadzi po ulicy zabawkowy wózek , w którym siedzi lalka .	4.17	ENTAILMENT
1070	Dwie młode kobiety w kostiumach kąpielowych idą po piasku , jedna trzymająca ręce na biodrach , a druga na brzuchu .	Trzy dziewczynki stoją : dwie dziewczynki stoją na rękach , a trzecia dziewczynka odchyla się .	0.83	NEUTRAL
1071	Bułka z kiełbasą polana sosami jest trzymana w rękach przez kobietę z plecakiem na plecach .	Kobieta z plecakiem na plecach trzyma w rękach bułkę z kiełbasą polaną sosami .	5.0	ENTAILMENT
1072	Kilka osób znajduje się przed budynkiem , który jest kolorowo pomalowany .	Kilka osób idzie , mijając budynek z kolorowymi malunkami .	3.33	ENTAILMENT
1073	Człowiek w zimowym stroju wykonuje skok na snowboardzie nad śniegiem .	Dwie osoby z deskami snowboardowymi siedzą na zboczu , które jest zaśnieżone , a inny człowiek zjeżdża po nim na nartach .	0.83	NEUTRAL
1074	Człowiek w kasku i kombinezonie nie jedzie po asfaltowej drodze na motorze wyścigowym .	Człowiek w kasku i kombinezonie jedzie po asfaltowej drodze na motorze wyścigowym .	4.5	CONTRADICTION
1075	Mężczyzna z długimi włosami i tatuażami gra na bębnie .	Dziewczynka skacze na skakance na parkingu .	0.0	NEUTRAL
1076	Trzech łyżwiarzy jedzie po lodzie , pokonując zakręt .	Trzech łyżwiarzy jedzie obok siebie , pokonując zakręt .	4.17	ENTAILMENT
1077	Dwóch ubranych na czarno mężczyzn stoi z motocyklami na parkingu .	Chłopak wykonuje skok na deskorolce na ulicy .	0.0	NEUTRAL
1079	Duży pies płynie w kierunku wodospadu .	Pies płynie w wodzie w stronę wodospadu .	4.0	NEUTRAL
1080	Pies o biszkoptowym kolorze nie przebywa blisko małej dziewczynki .	Pies o biszkoptowym kolorze przebywa blisko małej dziewczynki .	4.17	CONTRADICTION
1081	Chłopiec nie skacze do basenu z wysokiej trampoliny .	Chłopiec w niebieskim ubraniu skacze do basenu z trampoliny .	2.67	CONTRADICTION
1083	Łabędź leci tuż nad powierzchnią wody .	Łabędź biegnie po wodzie ze skrzydłami , które są rozłożone .	2.67	NEUTRAL
1084	Mężczyzna w czarnej , skórzanej kurtce idzie po chodniku pod ścianą budynku .	Ciemnoskóry mężczyzna w czarnej kurtce idzie chodnikiem .	3.33	NEUTRAL
1085	Człowiek z plecakiem i kijkami ogląda się za siebie , stojąc na śniegu w górach .	Człowiek z plecakiem i kijkami ogląda się za siebie , stojąc pod ścianą wyłożoną płytkami w górach .	3.5	NEUTRAL
1086	Mężczyzna z wieloma tatuażami na rękach gra na bębnie z zasłoniętą przez długie włosy twarzą .	Nikt nie gra na bębnie z zasłoniętą przez długie włosy twarzą .	3.83	CONTRADICTION
1087	Nikt nie jedzie monocyklem po chodniku .	Chłopak w kasku , rękawiczkach i ochraniaczach na nogach jedzie monocyklem po chodniku .	2.5	CONTRADICTION
1089	Mężczyzna w sportowym stroju i kasku biegnie po boisku z piłką w ręku , a dalej biegnie drugi mężczyzna w bluzce w paski .	Mała dziewczynka siedzi na ramionach młodemu mężczyźnie w czapce z daszkiem .	1.5	NEUTRAL
1090	Pies płynie w wodzie obok brzegu , który jest porośnięty trawami .	Duży jasnobrązowy pies stoi zanurzony w wodzie .	2.0	NEUTRAL
1091	Kobieta siedzi tyłem do grupy ludzi , trzymając w ręku kubek .	Posiłek jest zjadany przez chłopca z niebieskim tatuażem na ręce .	0.17	NEUTRAL
1092	Mężczyzna z długimi włosami i tatuażami gra na skrzypcach obok ściany z przyczepionymi zdjęciami i kartkami .	Rudowłosa kobieta gra na skrzypcach obok ściany z przyczepionymi zdjęciami i kartkami .	1.0	NEUTRAL
1094	Czarny pies biegnie po skalistym terenie .	Dziecko w kurtce biegnie po skalistym terenie .	2.33	NEUTRAL
1095	Starszy pan w kapeluszu siedzi na ławce z jedną nogą założoną na drugą .	Starszy pan w kapeluszu siedzi na ławce z jedną nogą , która jest założona na drugą .	5.0	ENTAILMENT
1096	Dziewczyna w czerwonym stroju , która jest podrzucona do góry przez mężczyznę , spada do wody .	Osoba w kolorowych spodenkach skacze głową w dół do wody .	1.83	NEUTRAL
1097	Równowaga jest tracona podczas jazdy na hulajnodze na torze z pachołkami przez chłopca w kasku .	Chłopiec w kasku traci równowagę podczas jazdy na hulajnodze na torze z pachołkami .	5.0	ENTAILMENT
1098	Dziewięciu wioślarzy nie płynie łodzią .	Dziewięciu wioślarzy płynie łodzią .	4.0	CONTRADICTION
1099	Człowiek na desce snowboardowej skacze ze stromej skały .	Chłopcy o ciemnych włosach grają w piłkę pod budynkiem z dużymi drzwiami .	0.17	NEUTRAL
1100	Ciemnoskóra dziewczynka skacze na skakance w pobliżu zaparkowanych samochodów .	Chłopiec skacze .	1.67	NEUTRAL
1102	Człowiek płynie na desce w wodzie .	Człowiek płynie na desce w pobliżu wysokiej fali .	4.17	ENTAILMENT
1103	Dziecko w pidżamie siedzi na drewnianym koniu na biegunach , uśmiechając się .	Dziecko siedzi .	2.83	NEUTRAL
1104	Mężczyzna , który gra na saksofonie , stoi pod ścianą obok żółto - czerwonego hydrantu .	Mały chłopiec stoi przed starszym mężczyzną , który siedzi na walizce i gra na skrzypcach .	0.33	NEUTRAL
1106	Kobieta w fioletowej bluzie prowadzi rower pomiędzy kolumnami .	Człowiek w kasku i kombinezonie jedzie na motocyklu z podniesioną ręką .	0.17	NEUTRAL
1107	Dwie kobiety siedzą na ławce ustawionej na trawie .	Chłopiec w czapce i kolorowej koszulce trzyma wędkę .	0.0	NEUTRAL
1108	Samochody wyścigowe jadą blisko siebie po torze .	Kolorowe pojazdy z szerokimi kołami jadą obok siebie , pokonując zakręt .	2.33	NEUTRAL
