pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
1648	Dwie osoby leżą na śniegu na plecach z rozłożonymi rękami i nogami .	Dwie osoby nie leżą na śniegu na plecach z rozłożonymi rękami i nogami .	3.67	CONTRADICTION
1653	Człowiek wyskakuje z okna na parterze budynku obok młyna .	Młody człowiek wyskakuje z okna na parterze budynku obok młyna .	4.33	ENTAILMENT
1660	Dwóch chłopców leży w płytkiej wodzie .	Jeden chłopiec leży w błocie na brzuchu , a drugi chłopiec leży w błocie na boku , patrząc na swoją rękę .	2.17	NEUTRAL
1661	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę , a drugi mężczyzna , ubrany w inne barwy , łapie go za nogę .	Ciemnoskóry koszykarz wykonuje wsad w trakcie meczu .	0.83	NEUTRAL
1681	Dziecko stoi na trawie , trzymając piłkę .	Chłopiec w sportowym stroju i kasku stoi na piasku przed ogrodzeniem , trzymając kij baseballowy .	1.33	NEUTRAL
1713	Chłopiec siedzi , a drugi chłopiec przewraca się .	Jeden elegancko ubrany chłopiec siedzi na podwyższeniu , a drugi chłopiec przewraca się u jego stóp .	3.67	ENTAILMENT
1739	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę , a drugi mężczyzna , ubrany w inne barwy , łapie go za nogę .	Piłka jest trzymana na boisku przez jednego mężczyznę w sportowym stroju , który jest łapany przez drugiego mężczyznę , ubranego w inne barwy , za nogę .	4.83	ENTAILMENT
1744	Chłopiec w szlafroku ze świecącym mieczem w ręku stoi w pobliżu świątecznej choinki .	Chłopiec w szlafroku ze świecącym mieczem w ręku stoi w pobliżu świątecznej choinki wśród porozrzucanych kolorowych papierów .	4.17	ENTAILMENT
1749	Bramkarz leży na brzuchu na trawie , a między jego nogami leży piłka .	Chłopiec trzyma drewniany klocek od układanki stojącej na stole obok .	0.33	NEUTRAL
1757	Trójka dzieci chodzi po kamieniach nad brzegiem wody , w pobliżu cumującego promu .	Chłopiec trzyma duży parasol i uśmiecha się .	0.67	NEUTRAL
1789	Uśmiechnięta dziewczynka w żółtej sukience leży wśród kwiatów , które są porozrzucane wokół niej .	Dziewczynka w żółtej sukience leży z rozłożonymi rękami i nogami wśród kwiatów .	3.33	NEUTRAL
1800	Umięśniony mężczyzna w czerwonych spodenkach biega na bieżni .	Mężczyzna w jasnej koszuli siedzi tuż obok podskakującej do góry trójki dzieci .	0.67	NEUTRAL
1810	Młody człowiek nie wyskakuje z okna na parterze budynku obok młyna .	Cztery osoby w kaskach i kombinezonach jadą na deskorolkach po asfaltowej drodze .	0.0	NEUTRAL
1812	Dwaj chłopcy i jedna dziewczynka chodzą po kamieniach w pobliżu zbiornika wodnego .	Trójka dzieci trzymanych przez kobietę chodzi po kamieniach nad brzegiem wody w pobliżu cumującego promu .	2.83	NEUTRAL
1814	Dziecko wykonuje skok na deskorolce na moście .	Człowiek w białej kurtce i różowych spodniach wykonuje skok na deskorolce na moście .	3.0	NEUTRAL
1839	Chłopiec leży na trawie , dotykając nogą podłużnej piłki .	Chłopiec leży na brzuchu na trawie , a między jego nogami leży piłka .	3.0	NEUTRAL
1842	Kobieta pochyla się nad dzieckiem w wózku obok mężczyzny leżącego na ławce .	Dziewczynka i chłopiec z rękawkami do pływania biegną razem w kierunku pryskającej wody .	0.0	NEUTRAL
1844	Dwoje dzieci pochyla się pod barierką i patrzy w dół .	Dwoje dzieci pochyla się i patrzy w dół .	3.83	NEUTRAL
1860	Mężczyzna w okularach przeciwsłonecznych stoi na trawie , trzymając w rękach podłużną piłkę .	Nikt nie stoi na trawie , trzymając piłkę .	3.0	CONTRADICTION
1861	Zawodnicy przepychają się .	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku .	3.5	ENTAILMENT
1869	Dziewczynka w niebieskim stroju i złotej koronie na głowie kręci kolorowym kołem na wysokości talii .	Dziewczynka w niebieskim kostiumie stoi z hula-hoop na biodrach na tle czarnej ściany ozdobionej kolorowymi kształtami .	3.33	NEUTRAL
1872	Gracz krykieta w białym stroju stoi na trawie z ugiętymi kolanami , trzymając kij , a otyły gracz za nim łapie piłkę w rękawice .	Ubrani na biało mężczyźni w ochraniaczach na nogach rozgrywają mecz na trawie .	3.17	NEUTRAL
1881	Przechodzący przed budynkiem mężczyzna w garniturze obserwuje skok młodego człowieka z deskorolką .	Niedaleko górskich wzniesień stoi zaparkowane wśród traw auto , a obok niego kobieta obserwuje widok przez lornetkę .	0.33	NEUTRAL
1894	Dzieci wspinają się po powierzchni .	Chłopiec i trzy dziewczyny , wszyscy ubrani w niebiesko - granatowe stroje , idą drogą w pobliżu drzew palmowych .	0.5	NEUTRAL
1896	Mężczyzna w białym kasku wspina się na linie po ścianie wodospadu .	Dwóch ciemnoskórych chłopców stoi pod niewielkim daszkiem przy czerwono - niebieskim stole do gry .	0.17	NEUTRAL
1908	Dwie młode kobiety w okularach przeciwsłonecznych siedzą na ławce wśród zieleni .	Podłużna piłka przelatuje przed zawodnikiem w kasku na boisku .	0.0	NEUTRAL
1909	Mężczyzna z plecakiem wypada do wody z kajaka , a kawałek dalej leci nad wodą wiosło .	Dwóch chłopców w czapkach z daszkiem wystawia zabarwione na zielono języki .	0.17	NEUTRAL
1923	Dziewczynka , w towarzystwie dwóch innych dziewczynek przy stole , pochyla się nad tortem z trzema świeczkami .	Dziewczyna w jasnych spodniach stoi na rękach na trampolinie .	0.83	NEUTRAL
1928	Mężczyzna w białym , sportowym stroju i czarnym kasku stoi na trawie na nogach , które są zgięte , trzymając za plecami grubą pałkę .	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na zgiętych nogach , trzymając za plecami grubą pałkę .	4.83	ENTAILMENT
1947	Dwoje dzieci pochyla się pod barierką i patrzy w dół .	Dziewczynka i chłopiec pochylając się pod barierką , patrzą w dół .	4.67	ENTAILMENT
1948	Trzej mężczyźni w sportowych strojach podskakują do piłki , a dwaj kolejni mężczyźni biegną w ich stronę .	Mężczyzna w białym sportowym stroju i czarnym kasku stoi na trawie na nogach , które są zgięte , trzymając za plecami grubą pałkę .	1.83	NEUTRAL
1960	Dziecko wchodzi po wysokich schodach obsypanych piaskiem .	Dwóch ciemnoskórych chłopców gra w piłkarzyki pod drzewkiem .	0.33	NEUTRAL
1968	Mężczyzna z ochraniaczami na kolanach skacze wysoko z deskorolką .	Człowiek w kasku i ochraniaczach wykonuje skok na deskorolce w mieście .	3.67	NEUTRAL
1975	Jeden chłopiec i trzy dziewczynki w mundurkach idą , niosąc zeszyty .	Chłopiec i trzy dziewczynki w mundurkach idą , niosąc zeszyty .	5.0	ENTAILMENT
1981	Jasnowłosa dziewczynka w sukience w kwiaty stoi na łące .	Jasnowłosa dziewczynka w sukience w kwiaty nie stoi na łące .	3.67	CONTRADICTION
1986	Mężczyzna w białej koszuli patrzy w kierunku stojących niedaleko uśmiechających się dzieci .	Mężczyzna w okularach patrzy w kierunku stojących niedaleko uśmiechających się dzieci .	3.0	NEUTRAL
2009	Dziewczynka w białej sukience stoi przed fontanną , która jest ogrodzona .	Dziewczynka w jasnej sukience stoi przy ogrodzeniu niedaleko dużej fontanny .	3.83	NEUTRAL
2014	Kobieta z laską biegnie po chodniku .	Kobieta w sportowym stroju i słuchawkach biegnie po chodniku .	3.17	NEUTRAL
2015	Dwóch otyłych mężczyzn w przepaskach na biodrach walczy ze sobą .	Mężczyzna bez koszulki jedzie po ulicy na deskorolce , trzymając ręce w górze .	0.17	NEUTRAL
2025	Chłopiec w czerwonym kasku odbija piłkę kijem baseballowym .	Mała , biała piłka jest odbijana kijem na boisku przez chłopca w czerwonym kasku .	4.33	ENTAILMENT
2028	Chłopcy o ciemnych włosach grają w piłkę pod budynkiem z dużymi drzwiami .	Młody człowiek w pasiastych spodniach , który ma kolorowy tatuaż w okolicy żeber , jedzie na deskorolce z uniesionymi rękami .	0.33	NEUTRAL
2029	Dziewczynka z bosymi stopami wchodzi do góry po długich schodach .	Dziecko wchodzi po wysokich schodach obsypanych piaskiem .	3.17	NEUTRAL
2041	Dziewczynka w żółtej sukience pochyla się nad dużym arbuzem .	Nikt nie pochyla się nad dużym arbuzem .	3.0	CONTRADICTION
2052	Dziewczynka w żółtej sukience leży z rękami i nogami , które są rozłożone , wśród kwiatów .	Dwóch ciemnoskórych chłopców gra w piłkarzyki pod daszkiem .	0.0	NEUTRAL
2056	Gracz krykieta w białym stroju stoi na trawie z kolanami , które są ugięte , trzymając kij , a otyły gracz za nim łapie piłkę w rękawice .	Gracz krykieta w białym stroju stoi na trawie z ugiętymi kolanami , trzymając kij , a otyły gracz za nim łapie piłkę w rękawice .	5.0	ENTAILMENT
2057	Dziecko w szarym płaszczyku biegnie po drodze pokrytej zeschłymi liśćmi .	Żadne dziecko nie biegnie wśród leżących na ziemi pożółkłych liści .	3.5	CONTRADICTION
2061	Młoda kobieta o jasnych włosach wykonuje skok z deskorolką .	Kobieta o jasnych włosach wykonuje skok z deskorolką .	4.17	NEUTRAL
2071	Dziewczynka w żółtej sukience pochyla się nad dużym arbuzem .	Chłopiec zjeżdża ze zjeżdżalni do basenu z rękami uniesionymi do góry .	0.0	NEUTRAL
2079	Człowiek skacze ze schodów na deskorolce , obserwowany przez mężczyznę w garniturze .	Człowiek , który jest obserwowany przez mężczyznę w garniturze , skacze ze schodów na deskorolce .	5.0	ENTAILMENT
2087	Skośnooka dziewczyna siedzi na grzbiecie siwego mężczyzny , trzymając w rękach kolorowy wiatrak .	Mężczyzna z wędką siedzi na grzbiecie siwego mężczyzny , trzymając w rękach kolorowy wiatrak .	3.17	NEUTRAL
2089	Młody człowiek w pasiastych spodniach , który ma kolorowy tatuaż w okolicy żeber , jedzie na deskorolce z rękami , które są uniesione .	Człowiek z deskorolką wykonuje skok w pobliżu boiska do koszykówki .	2.5	NEUTRAL
2092	Jeden chłopiec leży w błocie na brzuchu , a drugi chłopiec leży w błocie na boku , patrząc na swoją rękę .	Dwóch chłopców leży w płytkiej , błotnistej wodzie .	3.5	NEUTRAL
2096	Dzieci w pidżamie siedzą na podłodze z zeszytami .	Duża grupa dzieci siedzi na podłodze , patrząc w jednym kierunku .	2.33	NEUTRAL
2097	Kilka osób w sportowych strojach , obserwowanych przez widownię spod drzew , ściga się na trawie .	Kilka osób w sportowych strojach , które są obserwowane przez widownię spod drzew , ściga się na trawie .	5.0	ENTAILMENT
2107	Skok na deskorolce jest wykonywany w pobliżu boiska do koszykówki przez mężczyznę .	Człowiek z deskorolką wykonuje skok w pobliżu boiska do koszykówki .	4.67	ENTAILMENT
2130	Trzej mężczyźni w sportowych strojach podskakują do piłki , a dwaj kolejni mężczyźni biegną w ich stronę .	Trzej mężczyźni w koszulach i krawatach podskakują do piłki , a dwaj kolejni mężczyźni biegną w ich stronę .	3.83	NEUTRAL
2132	Grupa osób siedzi .	Dzieci w mundurkach siedzą na podłodze z zeszytami .	3.17	ENTAILMENT
2133	Dziewczynka w niebieskim kostiumie stoi z hula-hoop na biodrach na tle czarnej ściany ozdobionej kolorowymi kształtami .	Żadna dziewczynka nie stoi z hula-hoop na biodrach na tle czarnej ściany ozdobionej kolorowymi kształtami .	3.33	CONTRADICTION
2144	Łabędź z rozłożonymi skrzydłami biegnie po kałuży .	Dwaj chłopcy w czapkach z daszkiem pokazują zabarwione języki .	0.0	NEUTRAL
2159	Zawodnicy przepychają się między sobą na boisku w trakcie meczu .	Zawodnicy przepychają się między sobą na boisku w trakcie rozgrywającego się na boisku meczu .	4.83	ENTAILMENT
2164	Chłopiec leży na brzuchu na trawie , a między jego nogami leży piłka .	Pies biegnie wśród wysokiej trawy .	0.33	NEUTRAL
2168	Człowiek w ciemnej marynarce przeskakuje nad niebieską beczką ustawioną na wzniesieniu .	Człowiek na deskorolce przeskakuje nad niebieską beczką ustawioną na wzniesieniu .	3.67	NEUTRAL
2180	Człowiek jedzie na deskorolce .	Młody człowiek w pasiastych spodniach , który ma kolorowy tatuaż w okolicy żeber , jedzie na deskorolce z uniesionymi rękami .	3.67	ENTAILMENT
2191	Zawodnicy przepychają się między sobą na boisku w trakcie meczu .	Na boisku jeden mężczyzna w sportowym stroju trzyma piłkę , a drugi mężczyzna , ubrany w inne barwy , łapie go za nogę .	2.67	NEUTRAL
2199	Dwie osoby grają w baseball na boisku .	Rozgrywany na boisku mecz baseballowy jest obserwowany przez kobietę stojącą za ogrodzeniem .	2.33	ENTAILMENT
2200	Człowiek w kasku i ochraniaczach wykonuje skok na deskorolce w mieście .	Mężczyzna w stroju kąpielowym spada do wody głową w dół .	0.5	NEUTRAL
2201	Dziewczynka w białej sukience stoi przed fontanną , która jest ogrodzona .	Dziewczynka w białej sukience stoi przed ogrodzoną fontanną .	4.83	ENTAILMENT
2216	Dziecko stoi z drewnianym rowerkiem niedaleko plaży .	Uśmiechnięta dziewczynka w żółtej sukience leży wśród porozrzucanych wokół niej kwiatów .	0.17	NEUTRAL
2236	Człowiek skacze na deskorolce obok białego słupka .	Człowiek w pasiastej bluzie idzie chodnikiem , trzymając w ręce deskorolkę .	1.67	NEUTRAL
2237	Chłopiec i trzy dziewczynki idą .	Chłopiec i trzy dziewczyny , wszyscy ubrani w niebiesko - granatowe stroje , idą drogą w pobliżu drzew palmowych .	3.33	ENTAILMENT
2238	Dzieci w mundurkach siedzą na podłodze obok ciemnych pestek .	Dziecko w zielonych butach biegnie przez kałużę na ulicy .	0.17	NEUTRAL
2244	Dziecko w szarym płaszczyku biegnie po drodze , która jest pokryta zeschłymi liśćmi .	Dwaj chłopcy biegną po trawie w słoneczny dzień .	1.0	NEUTRAL
2247	Zawodnik ze skórzaną rękawicą stoi w rozkroku , trzymając małą piłkę w prawej ręce .	Zawodnik ze skórzaną rękawicą stoi w rozkroku , trzymając gumową piłkę w prawej ręce .	3.83	NEUTRAL
2250	Dwoje dzieci wspina się po postumencie .	Dwoje dzieci wspina się po postumencie pomnika .	4.5	ENTAILMENT
2254	Kobieta biegnie za młodym uśmiechniętym chłopcem .	Dwoje ciemnoskórych dzieci biega po piasku .	1.33	NEUTRAL
2257	Chłopiec siedzi na toalecie z rękami przy twarzy .	Mężczyzna w kasku i kamizelce wiosłuje w kajaku po wzburzonej wodzie .	0.17	NEUTRAL
2266	Kilka osób biegnie po torach wyrysowanych żółtymi liniami na trawie .	Nikt nie biegnie po torach wyrysowanych żółtymi liniami na trawie .	3.0	CONTRADICTION
2270	Ciemnoskóre dziewczynki w chustach na głowach i kolorowych sukienkach stoją blisko siebie .	Dziewczynki stoją .	3.17	NEUTRAL
2271	Mężczyzna jedzie na deskorolce .	Mężczyzna z torbą i dużą teczką jedzie na deskorolce po chodniku .	3.5	ENTAILMENT
2281	Nikt nie biegnie po murku .	Chłopiec w zielonym stroju biegnie po murku .	3.17	CONTRADICTION
2283	Człowiek skacze na deskorolce obok białego słupka .	Człowiek skacze na deskorolce obok biało - czerwonego słupka .	3.5	NEUTRAL
2301	Chłopiec w szlafroku stoi obok choinki , trzymając miecz świetlny , a na podłodze leżą papiery , które są porozrywane , do pakowania prezentów .	Chłopiec w szlafroku ze świecącym mieczem w ręku stoi w pobliżu świątecznej choinki wśród porozrzucanych kolorowych papierów .	4.67	ENTAILMENT
2316	Zawodnik w kasku ochronnym biegnie po trawie z podłużną piłką w ręce .	Człowiek w kasku i sportowym stroju biegnie po trawie , trzymając piłkę .	4.17	NEUTRAL
2347	Mała dziewczynka w różowej bluzce biegnie niedaleko pomarańczowych skał .	Kobieta w brązowym ubraniu biegnie z numerem startowym na biodrach .	1.33	NEUTRAL
2358	Chłopiec w czerwonym kasku odbija kijem małą białą piłkę na boisku .	Mała biała piłka jest odbijana kijem na boisku przez chłopca w czerwonym kasku .	5.0	ENTAILMENT
2364	Żaden mężczyzna nie biega na bieżni .	Kobieta biegnie za małym uśmiechniętym chłopcem .	0.5	NEUTRAL
2365	Mężczyzna w sportowym stroju stoi na ugiętej nodze na boisku , drugą nogę wystawiając do tyłu .	Mężczyzna w sportowym stroju stoi na boisku na nodze , która jest ugięta , drugą nogę wystawiając do tyłu .	5.0	ENTAILMENT
2370	Mężczyzna w sportowych spodenkach biegnie po bieżni .	Człowiek w czarnym kombinezonie wykonuje skok nad falą na desce surfingowej .	0.17	NEUTRAL
2375	Chłopak w spodenkach , klapkach i okularach przeciwsłonecznych stoi na trawie , trzymając piłkę .	Mężczyzna z dzieckiem w nosidełku stoi na trawie , trzymając w rękach podłużną piłkę .	2.17	NEUTRAL
2400	Mężczyzna w koszuli w kratę przerzuca nad sobą drugiego mężczyznę na ringu .	Mały chłopiec w niebieskim stroju biegnie przed patrzącą na niego kobietą .	0.33	NEUTRAL
2402	Gracz krykieta w białym stroju stoi na trawie z ugiętymi kolanami , trzymając kij , a piłka jest łapana w rękawice przez otyłego gracza za nim .	Ubrani na biało mężczyźni w ochraniaczach na nogach rozgrywają mecz na trawie .	2.17	NEUTRAL
2413	Dwoje dzieci , pochylając się pod barierką , patrzy w dół .	Mężczyzna w okularach patrzy w kierunku stojących niedaleko uśmiechających się dzieci .	1.0	NEUTRAL
2417	Ludzie w kombinezonach i kaskach ścigają się na motocyklach .	Mężczyzna z torbą i dużą teczką jedzie na deskorolce po chodniku .	0.5	NEUTRAL
2433	Dziewczynka i chłopiec z rękawkami do pływania biegną razem wzdłuż ogrodzenia .	Radosna , mała dziewczynka w jasnej sukience biegnie po trawie .	2.17	NEUTRAL
2437	Dziecko w różowej opasce biegnie przez kałużę na ulicy .	Dziecko w zielonych butach biegnie po kałuży .	3.5	NEUTRAL
2444	Zawodnik w kasku ochronnym biegnie po trawie z podłużną piłką w ręce .	Nikt nie leży na trawie boiska w trakcie rozgrywającego się meczu .	1.5	NEUTRAL
2456	Skok na deskorolce jest wykonywany nad zieloną beczką przez chłopaka .	Chłopak wykonuje skok na deskorolce nad zieloną beczką .	4.83	ENTAILMENT
2465	Ciemnoskóry chłopak obserwuje , jak drugi chłopak w niebieskiej koszulce skacze z deskorolką w pobliżu schodów .	Chłopak w pasiastej koszulce skacze z deskorolką na duży głaz .	1.5	NEUTRAL
2468	Dziecko w pidżamie biegnie jasno oświetlonym korytarzem .	Dziecko biegnie boso z rozłożonymi rękami .	2.0	NEUTRAL
2475	Chłopiec siedzi na toalecie z rękami przy twarzy .	Dziewczynka i chłopiec pochylają się nad barierką , patrząc w dół .	0.67	NEUTRAL
2477	Dziecko wchodzi po wysokich schodach obsypanych piaskiem .	Dziewczynka z nartami wchodzi do góry po długich schodach .	2.17	NEUTRAL
2480	Skośnooka dziewczyna siedzi na grzbiecie siwego mężczyzny , trzymając w rękach kolorowy wiatrak .	Dziewczynka siedzi na ramionach mężczyzny i trzyma w rękach wiatraczek .	3.5	NEUTRAL
2482	Mężczyzna w sportowym stroju i kasku biegnie po boisku z piłką w ręku , a dalej biegnie drugi mężczyzna w bluzce w paski .	Duży krok jest robiony przez młodą osobę w sportowym stroju i rękawicy .	1.5	NEUTRAL
2485	Zabarwione języki są pokazywane przez dwóch chłopców w czapkach z daszkiem .	Cztery uśmiechające się osoby wykonują jednocześnie mostek w pobliżu lasu .	0.17	NEUTRAL
2493	Człowiek w sportowym stroju stoi na piasku z ugiętymi kolanami i robi zamach ręką , w której trzyma piłkę .	Zawodnik stoi .	2.83	NEUTRAL
2507	Chłopiec przejeżdża przez czerwony most na deskorolce .	Dziecko wykonuje skok na deskorolce na moście .	2.33	NEUTRAL
2514	Mężczyzna kieruje jedną ręką , jadąc motocyklem z dwiema kobietami .	Człowiek z deskorolką wykonuje skok w pobliżu boiska do koszykówki .	0.67	NEUTRAL
2515	Człowiek biegnie .	Podłużna piłka przelatuje przed zawodnikiem w kasku na boisku .	0.67	NEUTRAL
2537	Dziecko w czerwonej kurtce trzyma w rękach grudę śniegu .	Zabarwione na zielono języki są wystawiane przez dwóch chłopców w czapkach z daszkiem .	0.67	NEUTRAL
2545	Małe ciemnoskóre dziecko w brudnych spodenkach stoi zwrócone w kierunku błotnistej wody .	Widziany od tyłu mały chłopiec stoi na ziemi obok wiader i trzyma coś w ręku .	1.5	NEUTRAL
2574	Młody chłopak w czapce skacze z deskorolką w pobliżu okien wysokiego budynku .	Młody człowiek wyskakuje z okna na parterze budynku obok młyna .	1.67	NEUTRAL
2586	Mały chłopiec w ubrudzonych spodniach siedzi na toalecie .	Chłopiec siedzi na toalecie z rękami przy twarzy .	3.0	NEUTRAL
2591	Chłopiec w szlafroku ze świecącym mieczem w ręku stoi w pobliżu świątecznej choinki .	Mokry chłopiec trzyma w ręce kolorowy pistolet na wodę .	0.83	NEUTRAL
2595	Dziecko w pomarańczowej kurtce z kapturem na głowie trzyma w rękach bryłę śniegu .	Dziewczynka wchodzi po schodach .	0.17	NEUTRAL
2596	Chłopiec widziany od tyłu kuca , trzymając sito , w którym jest mały wąż .	Chłopiec siedzi , trzymając siatkę z niewielkim wężem .	2.83	NEUTRAL
2613	Chłopiec biegnie w kierunku dwóch innych chłopców bawiących się przy stosie pożółkłych liści .	Chłopak w kasku stoi na boisku z uniesionym kijem baseballowym .	0.67	NEUTRAL
2648	Dziecko w białym kasku biegnie przez kałużę na ulicy .	Chłopiec trzyma duży , niebieski parasol i uśmiecha się .	0.83	NEUTRAL
2653	Uśmiechnięta kobieta stoi w pobliżu dwóch osób siedzących na skuterach śnieżnych .	Dzieci wspinają się po stromej powierzchni w kierunku pomnika .	0.33	NEUTRAL
2657	Zawodnik na boisku ze skórzaną rękawicą robi wykrok w przód na piasku .	Mężczyzna w sportowym stroju stoi na ugiętej nodze na boisku , drugą nogę wystawiając do tyłu .	2.17	NEUTRAL
2662	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby .	Zawodnicy w pobliżu piłki przepychają się między sobą na boisku .	2.67	NEUTRAL
2668	Mała dziewczynka w różowej bluzce biegnie niedaleko pomarańczowych skał .	Dziewczynka biegnie .	3.0	NEUTRAL
2674	Chłopak w czapce wykonuje skok na deskorolce pod ścianą budynku .	Chłopak nie jedzie na deskorolce po niskiej poprzeczce , trzymając ręce w górze .	1.83	NEUTRAL
2676	Dziewczynka i chłopiec stoją na trawie , wyciągając ręce , druga dziewczynka stoi obok , a za nimi stoi mężczyzna .	Dziewczynka i chłopiec stoją na trawie , wyciągając ręce , inna dziewczynka stoi obok , a za nimi stoi mężczyzna .	4.83	ENTAILMENT
2684	Człowiek w sportowym stroju i kasku biegnie na boisku w kierunku lecącej piłki .	Podłużna piłka przelatuje przed zawodnikiem w kasku na boisku .	2.83	NEUTRAL
2689	Człowiek wjeżdża na kamień na deskorolce .	Dwie paralotnie unoszą się nad ziemią , a w dole człowiek jedzie na motorze .	0.17	NEUTRAL
2692	Człowiek skacze z deskorolką nad wzniesieniem pod siatką , obok dwóch znajdujących się tam opon .	Dwa duże , mokre psy biegają po piasku w pobliżu wody .	0.0	NEUTRAL
2695	Kobiety w czarnych strojach kąpielowych stoją blisko siebie .	Mały chłopiec patrzy , jak inna osoba ustawia małe , drewniane klocki .	0.0	NEUTRAL
2700	Drewniany klocek od układanki stojącej na stole obok jest trzymany przez chłopca .	Chłopiec trzyma drewniany klocek od układanki stojącej na stole obok .	5.0	ENTAILMENT
2726	Chłopiec w zielono - białym sportowym stroju biegnie po trawie .	Ciemnowłosy chłopiec ubrany w biało - zielony strój biegnie po trawniku .	4.0	NEUTRAL
2736	Cztery dziewczynki wykonują mostek na trawie , która jest pokryta zeschłymi liśćmi .	Cztery uśmiechające się osoby wykonują jednocześnie mostek w pobliżu lasu .	2.17	NEUTRAL
2741	Chłopiec leży , a drugi chłopiec też leży .	Jeden chłopiec leży w błocie na brzuchu , a drugi chłopiec leży w błocie na boku , patrząc na swoją rękę .	3.33	ENTAILMENT
2743	Żaden mężczyzna nie leży na trawie boiska w trakcie rozgrywającego się meczu .	Mężczyźni grają w futbol amerykański na boisku .	1.83	NEUTRAL
2747	Widziana od tyłu dziewczynka w żółtej sukience pochyla się w stronę sterty arbuzów leżących na podłodze .	Dziewczynka w sukience huśta się na huśtawce , a za nią stoi kobieta .	1.33	NEUTRAL
2753	Zawodnik ze skórzaną rękawicą stoi w rozkroku , trzymając małą piłkę w prawej ręce .	Żaden zawodnik ze skórzaną rękawicą , trzymający małą piłkę w prawej ręce , nie stoi w rozkroku .	4.5	CONTRADICTION
2760	Dwie osoby grają w baseball na boisku .	Dwie osoby grają w baseball .	4.33	NEUTRAL
2763	Dziecko w pomarańczowej kurtce z kapturem na głowie trzyma w rękach bryłę śniegu .	Trzech piłkarzy znajduje się w okolicach bramki na boisku piłkarskim .	0.0	NEUTRAL
2803	Żaden człowiek nie biegnie na boisku w kierunku lecącej piłki .	Człowiek w sportowym stroju i kasku biegnie na boisku w kierunku lecącej piłki .	3.83	CONTRADICTION
2809	Dwójka dzieci robi orły na śniegu .	Dwie osoby nie leżą na śniegu na plecach z rozłożonymi rękami i nogami .	3.17	CONTRADICTION
2838	Młody człowiek w pasiastych spodniach , który ma kolorowy tatuaż w okolicy żeber , jedzie na deskorolce po krętej asfaltowej drodze .	Mężczyzna o długich włosach z torbami na ramionach jedzie na deskorolce po chodniku .	2.67	NEUTRAL
2861	Kobieta stojąca za ogrodzeniem obserwuje rozgrywający się na boisku mecz baseballowy .	Dwie osoby grają w baseball na boisku .	1.67	NEUTRAL
2887	Mężczyźni w sportowych strojach przepychają się na trawie podczas gry w rugby .	Młody człowiek wyskakuje z okna na parterze budynku obok młyna .	0.0	NEUTRAL
2892	Chłopak bez koszulki wykonuje skok na deskorolce nad schodkami obok budynku .	Nikt nie wykonuje skoku na deskorolce nad schodkami obok budynku .	3.67	CONTRADICTION
2904	Mężczyźni grają w futbol .	Mężczyzna leży na trawie boiska w trakcie rozgrywającego się meczu .	1.5	NEUTRAL
2907	Chłopak w czapce przejeżdża na deskorolce po rurze przylegającej do budynku .	Człowiek przeskakuje na deskorolce nad niebieską beczką , która jest ustawiona na wzniesieniu .	2.33	NEUTRAL
2909	Dziewczynka w żółtej sukience pochyla się nad dużym arbuzem .	Dziewczynka pochyla się nad arbuzem .	4.33	NEUTRAL
2922	Kobieta o ciemnych włosach stoi na boisku z uniesionym kijem baseballowym .	Chłopak w kasku stoi na boisku z uniesionym kijem baseballowym .	2.33	NEUTRAL
2930	Chłopiec stoi .	Chłopiec w sportowym stroju i kasku stoi na piasku przed ogrodzeniem , trzymając kij baseballowy .	2.5	ENTAILMENT
2932	Uśmiechnięta dziewczynka w różowej kurtce stoi wśród rozrzuconych liści , które są zeschnięte .	Uśmiechnięta dziewczynka w różowej kurtce stoi wśród rozrzuconych zeschniętych liści .	5.0	ENTAILMENT
2944	Bieganie jest trenowane przez kobietę ze słuchawkami na uszach .	Kobieta w sportowym stroju i słuchawkach biegnie po chodniku .	4.17	ENTAILMENT
2971	Mały chłopiec w kapeluszu biegnie boso po bardzo płytkiej wodzie .	Dziecko w błękitnej kurtce zjeżdża na sankach , szurając butami po śniegu .	0.33	NEUTRAL
2978	Chłopiec w czerwonym kasku odbija kijem małą białą piłkę na boisku .	Piłka jest odbijana kijem baseballowym przez chłopca w czerwonym kasku .	4.33	NEUTRAL
3008	Uśmiechnięta dziewczynka robi mostek na trawie .	Mostek jest robiony na trawie przez uśmiechniętą dziewczynkę .	5.0	ENTAILMENT
3020	Mały chłopiec w ubrudzonych spodniach siedzi na toalecie .	Chłopiec siedzi w wózku na zakupy .	2.0	NEUTRAL
3024	Dziewczynka , chłopiec oraz mężczyzna stoją .	Mężczyzna w okularach patrzy w kierunku stojących niedaleko uśmiechających się dzieci .	2.33	NEUTRAL
3030	Człowiek w czapce z żółtymi ozdobami skacze na śniegu na desce snowboardowej .	Człowiek w pasiastej bluzie idzie chodnikiem , trzymając w ręce deskorolkę .	1.33	NEUTRAL
