pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
4814	Małpa ciągnie ogon psa	Małpa drapie psa w ogrodzie zoologicznym	4.4	NEUTRAL
4816	Nie ma osoby, która by cięła imbir	Człowiek kroi imbir	3.8	CONTRADICTION
4823	Człowiek kroi imbir	Człowiek kroi cebulę w plastry	3	NEUTRAL
4831	Mężczyzna kroi ziemniaka na kawałki	Mężczyzna nie kroi ziemniaka	4	CONTRADICTION
4843	Mężczyzna otwiera pudełko nożem	Nie ma mężczyzny otwierającego pudełko nożem	3.8	CONTRADICTION
4851	Zespół gra na niektórych instrumentach	Zespół gra na kilku instrumentach	5	ENTAILMENT
4852	Zespół nie gra na niektórych instrumentach	Zespół gra na kilku instrumentach	3.8	CONTRADICTION
4866	Człowiek tańczy	Kobieta ćwiczy	3	NEUTRAL
4891	Mężczyzna robi podciągnięcia	Mężczyzna ćwiczy na siłowni	4	NEUTRAL
4916	Mężczyzna śpiewa i gra na gitarze	Mężczyzna śpiewa i gra na instrumencie muzycznym	4.5	ENTAILMENT
4934	Rekruci rozmawiają z oficerem	Oficer rozmawia z rekrutami	3.7	NEUTRAL
4963	Czosnek jest siekany przez kobietę	Kobieta sieka czosnek	4.7	ENTAILMENT
4966	Kobieta kroi rybę	Nie ma kobiety, która kroi rybę	2.7	CONTRADICTION
5003	Duży kot otwiera łapami plastikową szufladę i skacze do środka	Kot otwiera szufladę i skacze do środka	4.4	ENTAILMENT
5030	Mężczyzna rozmawia przez aparat telefoniczny	Mężczyzna mówi przez aparat telefoniczny	4.9	ENTAILMENT
5047	Mężczyzna kroi cebulę	Kobieta tnie cebulę	3.5	NEUTRAL
5051	Mężczyzna otwiera drzwi	Nie ma mężczyzny otwierającego drzwi	3.6	CONTRADICTION
5052	Drzwi otwierane są przez mężczyznę	Mężczyzna kroi cebulę	1.2	NEUTRAL
5082	Kobieta gra na skrzypcach	Nie ma mężczyzny grającego na fortepianie	2.1	NEUTRAL
5110	Szef kuchni przygotowuje jedzenie	Szef kuchni przygotowuje posiłek	4.8	ENTAILMENT
5113	Dwóch zawodników sumo walczy	Walczą dwaj zapaśnicy sumo	4	ENTAILMENT
5119	Dwóch zawodników sumo walczy	Mężczyzna jedzie na zabawce wodnej w wodzie	1	NEUTRAL
5148	Mężczyzna smaruje masłsem kawałek chleba	Kobieta smaruje masłsem kawałek chleba	3.5	NEUTRAL
5203	Kobieta wkłada makaron do naczynia	Makaron jest wkładany do naczynia przez kobietę	5	ENTAILMENT
5206	Kobieta wyciąga z miski lepką maź	Kobieta nie wkłada makaronu do naczynia	2.2	NEUTRAL
5310	Nie ma dziewczyny grającej na flecie	Dziewczynka gra na flecie	3.6	CONTRADICTION
5349	Duży flet jest używany przez mężczyznę do grania	Mężczyzna gra na flecie	4.3	ENTAILMENT
5352	Mężczyzna gra na dużym flecie	Nie ma mężczyzny grającego na flecie	4.1	CONTRADICTION
5374	Kobieta kroi ośmiornicę w plastry	Kobieta kroi ośmiornicę	5	ENTAILMENT
5454	Mężczyzna gra na flecie	Mężczyzna nie gra na flecie	4.2	CONTRADICTION
5461	Kobieta używa fleta do grania	Mężczyzna gra na flecie	3.7	NEUTRAL
5498	Kobieta kroi cytrynę	Kobieta kroi owoce	4.2	ENTAILMENT
5540	Grupa ludzi tańczy w spektaklu	Grupa ludzi maszeruje	2.3	NEUTRAL
5588	Ciastko jest jedzone przez dziewczynę	Dziewczynka je ciastko	5	ENTAILMENT
5657	Osoba je w restauracji	Osoba ścieli łóżko	1.2	NEUTRAL
5698	Kucharz posypuje pizzę serem	Mężczyzna posypuje pizzę serem	4	NEUTRAL
5706	Mężczyzna przeładowuje strzelbę	Mężczyzna strzela ze strzelby	3.7	NEUTRAL
5745	Młody tygrys bawi się piłką	Dziecko bawi się lalką	1.4	NEUTRAL
5747	Dziecko bawi się zabawką	Mały tygrys bawi się piłką	3.2	NEUTRAL
5799	Osoba obiera ziemniaka	Ziemniak jest obierany przez osobę	5	ENTAILMENT
5806	Mężczyzna wiosłuje kajakiem	Mężczyzna wiosłuje na łodzi	4.2	ENTAILMENT
5904	Mężczyzna i kobieta jadą jeepem ulicą	Mężczyzna i kobieta jadą drogą w pojeździe na świeżym powietrzu	4	NEUTRAL
5909	Kobieta wlewa składniki do miski	Szef kuchni doprawia olej	3.1	NEUTRAL
5914	Koń jest ujeżdżany przez osobę	Osoba jedzie na koniu	5	ENTAILMENT
5920	Koń jest ujeżdżany przez osobę	Kobieta szatkuje ziemniaki	1	NEUTRAL
5924	Mężczyzna nie ćwiczy	Mężczyzna wykonuje ćwiczenia	3.8	CONTRADICTION
5930	Mężczyzna nie ćwiczy	Dwaj mężczyźni walczą	2.3	NEUTRAL
5938	Warzywa są wkładane do garnka przez mężczyznę	Ktoś wlewa składniki do garnka	4	ENTAILMENT
5955	Pies zostawia piłkę w błocie	Pies goni piłkę przez błoto	3.7	NEUTRAL
6001	W wodzie nie stoi żaden brązowy pies	W wodzie znajduje się pies o złotej sierści	2.8	NEUTRAL
6005	Młoda dziewczynka w niebieskiej koszuli idzie chodnikiem i trzyma różowy znak	Młoda dziewczynka obok różowego znaku trzyma niebieską koszulę i idzie chodnikiem	3.4	NEUTRAL
6042	Dziecko przechodzi przez wodę i jest prowadzone przez inną osobę	Małe dziecko chlapie się w wodzie	3.4	NEUTRAL
6047	Mężczyzna i kobieta są w pokoju pomalowanym na beżowo, ubrani w koszule w ciemnych kolorach, a w tle znajduje się monitor	Mężczyzna i kobieta są w beżowym pokoju, ubrani w koszule w ciemnych kolorach, a w tle znajduje się monitor	5	ENTAILMENT
6078	Osoba ubrana w dżinsy siedzi uśmiechnięta na siodle konia	Kobieta w jeansach siedzi na siodle konia	4.2	NEUTRAL
6119	Brązowo biały pies trzyma w pysku piłkę do baseballa	Czarno-biały pies upuszcza z pyska piłkę do baseballa	3.3	NEUTRAL
6131	Młody chłopiec w czerwonym stroju kąpielowym skacze do niebieskiego basenu dla dzieci	Chłopiec ubrany w czerwone spodenki skacze do dmuchanego basenu	4	NEUTRAL
6146	Dwie osoby stoją w oceanie i obserwują zachód słońca	Nikt nie stoi w oceanie i nie patrzy na zachód słońca	2.5	CONTRADICTION
6153	Kierowca samochodu wyścigowego wstaje i wskazuje ręką na niebo	Kierowca samochodu wyścigowego siedzi i nie porusza się	3	NEUTRAL
6158	Kierowca samochodu wyścigowego wstaje i zaciekle wskazuje ręką w niebo	Osoba w niebieskiej kurtce ma na sobie kolorowy kask	1.6	NEUTRAL
6203	Rowerzysta trzyma rower nad głową w grupie osób	Nad głowami grupy osób z rowerami trzymany jest rowerzysta	3.4	NEUTRAL
6213	Mężczyzna siedzi na łodzi naprzeciwko zachodu słońca, w pobliżu flagi	Mężczyzna stoi na łodzi naprzeciwko zachodu słońca w pobliżu flagi	3.8	NEUTRAL
6219	Mężczyzna stoi na łodzi naprzeciwko zachodu słońca w pobliżu flagi	Mężczyzna jest na łodzi naprzeciwko zachodu słońca	4.1	ENTAILMENT
6228	Ludzie w wyścigu samochodowym uciekają przed płomieniami, które wydobywają się z samochodów	Tłum ogląda dwa samochody wyścigowe, które wyjeżdżają z linii startu	2.6	NEUTRAL
6231	Dwa psy bawią się razem na trawie	Dwa psy odpoczywają razem w trawie	3.3	NEUTRAL
6280	Pies, który jest czarny, biega po trawie	W trawie biegnie czarny pies	5	ENTAILMENT
6287	Czarny pies biegnie w trawie, a jego język wystaje z pyska	W trawie biegnie czarny pies	4.9	ENTAILMENT
6315	Żółty pies biegnie po białym śniegu w bardzo słoneczny dzień	Żółty pies biegnie po białym śniegu w słoneczny dzień	4.6	ENTAILMENT
6330	Dziewczynka ma na sobie dżinsy, różową koszulę i biegnie	Mały chłopiec w różowej koszuli biegnie pod drzewem na pustyni	2.8	NEUTRAL
6344	Biały pies ma na sobie bożonarodzeniową opaskę z rogami renifera i bawi się w trawie z brązowym psem	Biały renifer w stroju psa znajduje się w pobliżu brązowego renifera	2.2	NEUTRAL
6358	Kobieta w czerwonym kostiumie opiera się o ceglaną ścianę i gra na instrumencie	Kobieta w czerwonym kostiumie nie opiera się o ceglaną ścianę i nie gra na instrumencie	3.2	CONTRADICTION
6394	Wodospad spływa do płytkiego basenu	Ludzie idą drogą obok pięknego wodospadu	2.3	NEUTRAL
6396	Pies rozprasza stado białych owiec na brudnej farmie	Pies prowadzi stado białych owiec na brudnej farmie	3.8	NEUTRAL
6450	Chłopiec śmieje się i ma na sobie żółtą podkoszulkę	Śmiejący się chłopiec jest w żółtym czołgu i nosi wieczko	3.5	NEUTRAL
6482	Osoba nie stoi na białym lodzie	Człowiek stoi na rozległym polu lodowcowym	3.1	NEUTRAL
6544	Bramkarz hokejowy ma na sobie żółtą koszulkę i broni bramki	Nie ma gracza hokeja w żółtej koszulce strzegącego gole	4	CONTRADICTION
6568	Kobieta ma na sobie niebieski kask i jeździ na rowerze po parkingu	Kobieta parkuje na niebieskim rowerze i ma na sobie wiele kasków	3.1	NEUTRAL
6590	Młoda dziewczynka stoi na jednej nodze	Młoda kobieta tańczy	3.3	NEUTRAL
6592	Młoda dziewczynka stoi na jednej nodze	Młoda dziewczynka tańczy	2.7	NEUTRAL
6598	Pszczoła przylega do żółtego kwiatu	Żadna mała pszczoła nie ląduje na wiązce żółtych kwiatów	3.9	NEUTRAL
6625	Przez pole nie biegnie żaden biały pies z beżowymi plamkami	Jasnobrązowy pies biegnie przez zarośla	2.7	NEUTRAL
6634	Koń, który ma na plecach jeźdźca, przeskakuje przez płotek	Koń i jego jeździec przeskakują przez barierę	4.5	ENTAILMENT
6649	Dwie nastoletnie dziewczynki mają na sobie fantazyjne sukienki na impreze	Dwie dziewczynki w wieku nastoletnim mają na sobie fantazyjne sukienki na impreze	4.8	ENTAILMENT
6673	Pełna studentów sala lekcyjna spogląda uważnie w tym samym kierunku wewnątrz bambusowej konstrukcji	Grupa uczniów w mundurach słucha uważnie przed przed klasą	2.8	NEUTRAL
6705	Dziecko, które jest małe, wspina się na schody na dworze w miejscu pełnym trawy	Małe dziecko wspina się na świeżym powietrzu po stopniach na trawiastym terenie	4.9	ENTAILMENT
6709	Małe dziecko w różowym swetrze wspina się po betonowej klatce schodowej	Małe dziecko wspina się na świeżym powietrzu po stopniach na trawiastym terenie	3.5	NEUTRAL
6729	Dziecko w pomarańczowym ubraniu bawi się na świeżym powietrzu kulą śnieżną	Dziecko wykonuje piłkę śnieżną	3.3	NEUTRAL
6740	Ludzie nie siedzą na ławce przed restauracją	Trzy osoby siedzą na ławce pod palmami	3.2	NEUTRAL
6756	Duży brązowy pies i mały szary pies stoją na skalistej powierzchni	Mały szary pies i duży brązowy pies stoją na skalistej powierzchni	4.8	ENTAILMENT
6764	Trzech chłopców odpoczywa na skałach rozmieszczonych wzdłuż rzeki	Trzech chłopców idzie po skałach wzdłuż rzeki	3.8	NEUTRAL
6784	Nie ma mężczyzny ubranego na czarno, ubranego w wyszukaną czarną maskę	Mężczyzna ubrany na czarno ma na sobie wyszukaną czarną maskę	3.4	CONTRADICTION
6849	Dwoje małych dzieci bawi się na drodze zabawkowym samochodem	Ojciec wpycha córkę na gokarta, a kolejna dziewczyna ogląda	2.2	NEUTRAL
6866	Przez pole z wysoką trawą biegnie złoty pies	Przez wysoką zieloną trawę nie biegnie żaden brązowy pies	4	NEUTRAL
6912	Kobieta w niebieskim i białym mundurze z białym i niebieskim kapeluszem ma otwarte usta i jest blisko innych, którzy są ubrani w ten sam sposób	Kobieta ma na sobie niebieską koszulę z białą kamizelką i białą czapką oraz rozmawia i maszeruje	3.4	NEUTRAL
6932	Snowboardzista robi salto przez kopiec śniegu	Ktoś skacze w powietrzu na pokładzie	3.8	ENTAILMENT
6955	Na huśtawce siedzi blond chłopiec w zielonym	Nie ma małej dziewczynki o blond włosach uśmiechającej się i siedzącej na huśtawce	3.185	NEUTRAL
6961	Biały mężczyzna wystawia kapelusz i gra na gitarze	Mężczyzna w białym kapeluszu gra na scenie na gitarze	3	NEUTRAL
6971	Nie ma mężczyzny w czerwonym stroju skaczącego w brudnym wyścigu rowerowym	Mężczyzna w czerwonym stroju skacze w brudnym wyścigu rowerowym	3.4	CONTRADICTION
7002	Gracze rugby nie blokuja się nawzajem	Piłkarz jest blokowany przez przeciwnika	2.5	NEUTRAL
7007	Biały pies stoi na opadłych liściach	Biały pies leży na opadłych liściach	3.8	NEUTRAL
7018	Dziecko w ubraniu o jasnym kolorze stoi z wyciągniętymi rękami	Dziecko w ubraniu w jasnym kolorze stoi z wyciągniętymi ramionami	5	ENTAILMENT
7027	Chłopiec i dziewczynka nie bawią się na placu zabaw	Chłopiec i dziewczynka bawią się na siłowni na świeżym powietrzu	3	NEUTRAL
7043	Jeździec motocrossowy stoi nagi	Rowerzysta z niebieską kurtką, czarnymi spodniami i białym kaskiem jeździ na glebie, a ludzie obserwują	2.6	NEUTRAL
7044	Jeździec na niebieskim i czarnym motocyklu motocrossowym nie ma na sobie spodni	Rowerzysta z niebieską kurtką, czarnymi spodniami i białym kaskiem jeździ na glebie, a ludzie obserwują	3.2	NEUTRAL
7064	Sztuczka jest wykonywana przez rolkarza na rampie	Rolkarz wykonuje sztuczkę na rampie	5	ENTAILMENT
7088	Grupa piłkarzy stoi w miejscu na boisku	Tłum ogląda mecz piłki nożnej	2.6	NEUTRAL
7093	Grupa ludzi stoi razem i patrzy w kamerę	Grupa osób stoi razem i patrzy w kamerę	5	ENTAILMENT
7214	Przez podwórze biegnie brązowy pies z zabawką w ustach	Przez podwórze nie biegnie żaden brązowy pies z zabawką w ustach	3.8	CONTRADICTION
7228	Nie ma chłopca skaczącego w powietrzu z ugiętymi kolanami i rozłożonymi ramionami	Osoba w zielonej koszuli skacze wysoko nad trawą	2.6	NEUTRAL
7311	Papieros jest palony przez mężczyznę w słomianym kapeluszu	Mężczyzna ma na sobie słomiany kapelusz i pali papierosa	4.8	ENTAILMENT
7319	Mężczyzna ma na sobie niebieską koszulę, która ma długie rękawy i dżinsy i jedzie jednokołowcem ulicą	Mężczyzna ma na sobie niebieską koszulę w kratę i jedzie na rowerze jednokołowym na ulicy	4.3	NEUTRAL
7356	Małe dzieci wspinają się na pomnik w parku	Dwoje dzieci bawi się na statuetce	4.1	NEUTRAL
7363	Na wieżę patrzy blondynka	Kobieta patrzy na widok na miasto	3.3	NEUTRAL
7374	Mężczyzna stoi na szczycie skał z chmurami za nimi	Ktoś stoi na szczycie góry	3.1	NEUTRAL
7394	Dziecko uśmiecha się do aparatu i pływa pod wodą	Dziecko płynie pod wodą w basenie	4.1	NEUTRAL
7410	Amerykański piłkarz ma na sobie czerwono-biały pasek	Piłkarz ma na sobie czarne opaski	2.4	NEUTRAL
7445	Mała dziewczynka się huśta, a kobieta stoi za nią	Dziewczynka, która jest mała, huśta się, a kobieta stoi za mężczyzną	4.9	ENTAILMENT
7448	Małe dziecko na huśtawce w parku wykazuje emocje	Dziewczynka, która jest mała, huśta się, a kobieta stoi za mężczyzną	3.6	NEUTRAL
7464	Surfer surfuje na fali	Mężczyzna spada z deski surfingowej w wodzie	3.5	NEUTRAL
7466	Grupa ludzi siedzi w przyćmionym pokoju	Grupa ludzi siedzi w pokoju, który jest przyciemniony	4.9	ENTAILMENT
7471	Mężczyzna i dwie kobiety w ciemnym pokoju siedzą przy stole ze świecami	Grupa ludzi siedzi w przyćmionym pokoju	3.6	ENTAILMENT
7475	Mężczyzna i dwie kobiety w zaciemnionym pokoju siedzą przy stole ze świecami	Grupa osób niewidomych siedzi w pokoju	2.5	NEUTRAL
7477	Mężczyzna w białej koszuli i okularach przeciwsłonecznych oraz mężczyzna w czarnej koszuli i okularach przeciwsłonecznych siedzą przy stole z czterema butelkami piwa	Mężczyzna w białej koszuli i okularach przeciwsłonecznych oraz mężczyzna w czarnej koszuli i okularach przeciwsłonecznych siedzą przy stole z czterema butelkami po piwie	4.9	ENTAILMENT
7501	Kobieta nie ma na sobie czerwonej kurtki i nie trzyma przed mężczyzną szkła w białej koszulce	Osoba ma na sobie czerwoną kurtkę i trzyma piwo	2.4	NEUTRAL
7533	Dziecko patrzy na kogoś bawiącego się na świeżym powietrzu i wylewa wodę na resztę rodziny	Chłopiec trzyma wąż obok mężczyzny, a inny chłopiec obserwuje	3	NEUTRAL
7541	Nie ma piłkarza na fioletowej koszulce biegnącego z piłką w celu przyziemienia	Piłkarz biegnie za urzędnikiem niosącym piłkę do nogi	3.3	NEUTRAL
7544	Piłkarz nosi sędziego za toczącą się piłką do nogi	Piłkarz w fioletowym golfie biegnie z piłką w celu przyziemienia	2.9	NEUTRAL
7546	Młoda dziewczynka w niebieskim trykocie skacze w powietrzu	Młoda dziewczynka w trykocie w kolorze niebieskim skacze w powietrzu	5	ENTAILMENT
7548	Młoda dziewczynka w niebieskim skacze w powietrzu	Młoda dziewczyna w niebieskim kolorze skacze w powietrzu	5	ENTAILMENT
7582	Mężczyźni grają w rugby na boisku pełnym błota	Niektórzy mężczyźni grają w rugby	4.5	ENTAILMENT
7590	Człowiek patrzy na rower przeznaczony do motocrossu, który leży na boku, a inny jeździ na rowerze	Rowerzysta patrzy na wypadek innego rowerzysty	3.1	NEUTRAL
7649	Nie ma małego chłopca ubranego w zielony strój piłkarski i biegnącego na trawie	Mały chłopiec ma na sobie zielony strój piłkarski i biegnie na trawie	3.6	CONTRADICTION
7667	Mężczyzna nie staje na rękach na mokrym brzegu wody na plaży	Mężczyzna na plaży staje na rękach na mokrym brzegu wody	3.7	CONTRADICTION
7677	Młoda matka bawi się z chłopcem w parku	Młody chłopiec bawi się w parku z matką	4.5	ENTAILMENT
7718	Mężczyzna rozpyla wodę przez pistolet na wodę do ust psa	Nie ma mężczyzny, który rozpylałby wodę przez pistolet na wodę do ust psa	3.8	CONTRADICTION
7720	Nie ma mężczyzny, który rozpylałby wodę przez pistolet na wodę do ust psa	Woda jest wleawana do ust białego psa przez mężczyznę z wodnym pistoletem	2.9	NEUTRAL
7726	Chłopiec pod parasolem jest trzymany przez ojca, który ma na sobie niebieski płaszcz	Chłopiec ubrany w niebieski płaszcz jest trzymany przez ojca pod parasolem	4.3	NEUTRAL
7734	Chłopiec pod parasolem jest trzymany przez ojca, który ma na sobie niebieski płaszcz	Dziecko doświadcza nowego świata	1.5	NEUTRAL
7743	Pies bawi się sam na plaży pokrytej śniegiem	Pies idzie na zaspach	3.2	NEUTRAL
7772	Surfer serfuje na dużej fali przez ciemnozieloną wodę	Surfer jedzie na małej fali	3.9	CONTRADICTION
7795	Tenisista biegnie w lewo	Tenisista skacze w lewo	4.4	ENTAILMENT
7820	Dwa psy patrzą na coś, co rozpryskuje się w wodzie	Niektóre psy nie bawią się w strumieniu	3.7	NEUTRAL
7877	Mężczyzna w niebieskim kowbojskim kapeluszu jedzie na białym koniu	Mężczyzna w błękicie jedzie konno po polnej drodze	3.9	NEUTRAL
7889	Dwa białe psy bawią się brązowym psem i piłką tenisową	Dwa białe psy bawią się z brązowym psem i piłką	4.7	ENTAILMENT
7932	Na pole biegnie osoba w różowej kurtce	Czterech zawodniczek jest z kobietą na zatłoczonym stadionie	2	NEUTRAL
7937	Kobieta ubrana w elegancką odzież znajduje się w tłumie ludzi i spogląda w górę	Kobieta ubrana w elegancką odzież znajduje się w tłumie ludzi i spogląda w dół	3.1	NEUTRAL
7938	Kobieta azjatycka trzyma futrzany szalik	Elegancka kobieta jest w tłumie ludzi i spogląda w dół	2.2	NEUTRAL
7947	Dziecko w białej koszulce pluska się w płytkiej wodzie	Chłopiec biegnie przez wodę na plaży	3.4	NEUTRAL
7950	Dziewczynka biegnie przez wodę na plaży	Chłopiec w białej koszulce pluska się w płytkiej wodzie	2.3	NEUTRAL
7951	Chłopiec w białej koszulce pluska się w płytkiej wodzie	Chłopiec biegnie przez wodę na plaży	3.5	NEUTRAL
7997	Dzieci nie mają na sobie kostiumów kąpielowych, a woda rozpryskuje się wokół	Dzieci w strojach kąpielowych bawią się w wodzie	2.8	NEUTRAL
8057	Młoda dziewczyna ma na sobie niebieski wzorzysty strój kąpielowy, czarno-żółty kapelusz oraz niebieskie okulary pływackie na głowie	Mała dziewczynka ma na sobie niebieski wzorzysty strój kąpielowy, czarno-żółty kapelusz oraz niebieskie okulary pływackie na głowie	4.8	ENTAILMENT
8122	Cheerleaderka siedzi na kolanie cheerleadera	Niektóre cheerleaderki odpoczywają	3	NEUTRAL
8138	Dziewczyna ma czerwone włosy i brwi, kilka przekłuć w uchu i rysunek na plecach	Dziewczyna ma czerwone włosy i brwi, kilka przekłuć w uchu i tatuaż na plecach	4.4	ENTAILMENT
8141	Dziewczyna ma czerwone włosy i brwi, kilka przekłuć w uchu i nie ma tatuażu na plecach	Dziewczynka z czerwonymi włosami i czerwonymi brwiami jest w połowie mowy	3	NEUTRAL
8163	Dwie osoby jadą jeepem, a na jego szczycie siedzi kobieta	Dwie osoby jadą jeepem, a na jego szczycie siedzi dziewczynka	4.8	ENTAILMENT
8193	Dorośli i dzieci nie gromadzą się w pobliżu miejsc siedzących na wolnym powietrzu	Dorośli i dzieci gromadzą się w pobliżu miejsc siedzących na wolnym powietrzu	4.4	CONTRADICTION
8212	Dziewczynka ma kolorowe plamy na policzkach	Dziewczynka stoi w grupie mając na sobie czarną koszulę i różowe koraliki	2.4	NEUTRAL
8220	Dwa psy biegną przez wodę	Dwa psy biegną przez wysoką trawę	3.335	NEUTRAL
8263	Niektórzy ludzie i pojazdy są na zatłoczonej ulicy	Niektórzy ludzie i pojazdy są na prawie pustej ulicy	4.2	CONTRADICTION
8313	Młoda dziewczyna z pomalowaną twarzą stoi obok innych dzieci	Dzieci ubrane w kostiumy grają w grę	3.1	NEUTRAL
8326	Nie ma rowerzysty bmx skaczącego na brudnych rampach przed zbiornikiem wodnym	Dwóch rowerzystów bmx skacze na brudnych rampach przed zbiornikiem wodnym	4.4	CONTRADICTION
8334	Mężczyzna robi sztuczkę na deskorolce	Człowiek robi sztuczkę na deskorolce	4.4	ENTAILMENT
8343	Mężczyzna w mundurze motocrossowym ma na sobie kask i jeździ czerwonym motocyklem	Osoba w mundurze motocrossowym ma na sobie kask i jeździ na czerwonym motocyklu	4.8	ENTAILMENT
8362	Chłopiec w pasiastej koszuli skacze za fontanną wodną	Chłopiec w pasiastej koszuli skacze przed fontanną wodną	4.2	NEUTRAL
8375	Dwa duże psy, jasny oraz ciemny, śpią na ośnieżonym terenie	Dwa psy przeskakują przez trawę pokrytą śniegiem i skały	2.4	NEUTRAL
8383	Dziewczyna w błękicie zsuwa się po zielonej zjeżdżalni	Młoda dziewczyna w niebieskim kolorze cieszy się zjeżdżalnią	4.3	ENTAILMENT
8389	Biały człowiek idzie obok budynku w wielkim mieście	Czarny mężczyzna idzie obok budynku w wielkim mieście	3.3	NEUTRAL
8461	Mężczyzna bez kapelusza siedzi na ziemi	Mężczyzna w kapeluszu tył na przód siedzi na ziemi	4	NEUTRAL
8471	Dziewczynka w niebieskim swetrze trzyma wielobarwną zabawkę i siedzi na ramionach starego mężczyzny o siwych włosach	Dziewczynka w niebieskim swetrze trzyma wielobarwną zabawkę i siedzi na ramionach mężczyzny o siwych włosach	4.6	ENTAILMENT
8500	Mężczyzna wchodzi do wody	Osoba wychodzi w morze	4.1	NEUTRAL
8505	Dwie osoby siedzą w słoneczny dzień na ławce w parku	Dwie osoby siedzą w gorący dzień na ławce w parku	4.3	NEUTRAL
8548	Dziecko rozpryskuje wodę w dużym czerwonym basenie	Dziecko robi falę wewnątrz niebieskiego brodzika	3.1	NEUTRAL
8558	Szary, jedwabisty pies leży w trawie, a brązowy pies patrzy na niego	Brązowy pies zauważa czarnego psa leżącego w suchej trawie	3.2	NEUTRAL
8576	Czarny pies i mały biało-czarny pies patrzą na kuchenny blat	Duży pies i mały pies stoją obok blatu kuchennego i badają sytuację	4.2	ENTAILMENT
8632	Mężczyzna nie wspina się po skałach, a miasto i zatoka znajdują się w tle	Mężczyzna wspina się po skałach, a miasto i zatoka znajdują się w tle	4.4	CONTRADICTION
8633	Mężczyzna wspina się na skały, wstrzymuje się i wyznacza trasę	Mężczyzna wspina się po skałach, zatrzymuje się i wyznacza trasę	4.8	ENTAILMENT
8658	Nie ma grupy ludzi gromadzącej się przy stoisku na targu	Ludzie stoją na karnawale	3.8	NEUTRAL
8660	Grupa rolkarzy ustawia się w kolejce na ulicy	Grupa rolkarzy ustawia się w kolejce na drodze	4.9	ENTAILMENT
8678	Deskorolkarz skacze z rampy	Deskorolkarz robi skok z rampy	4.8	ENTAILMENT
8700	W trawie stoi czarno-pomarańczowy ptak	Czarny ptak z żółtym dziobem stoi na zielonej trawie	4	NEUTRAL
8714	Dwa białe psy szybko razem biegną	Dwa białe psy biegną razem	4.6	ENTAILMENT
8727	Grupa ludzi stoi przy stole do mieszania dźwięków	Niektórzy patrzą na sprzęt nagłaśniający	3.5	ENTAILMENT
8786	Dziewczyna skacze na skakance na chodniku	Dziewczyna skacze na skakance w pobliżu ulicy	4.3	ENTAILMENT
8792	Dziewczyna skacze na skakance na chodniku w pobliżu garażu	Dziewczyna skacze na skakance w pobliżu ulicy	3.7	NEUTRAL
8806	Pies płynie w zbiorniku wodnym	Zwierzę pływa w zbiorniku wodnym	4.5	ENTAILMENT
8832	Kobieta opiera się na gzymsie balkonu	Mężczyzna opiera się na gzymsie balkonu	3.8	NEUTRAL
8841	Mały biały pies biegnie przez trawnik	Przez trawnik biegnie duży biały pies	3.1	NEUTRAL
8855	Pies jest na smyczy i idzie w pobliżu wody	Czarny pies na smyczy idzie w wodzie	4.5	NEUTRAL
8938	Jeden chłopiec w pomarańczowych szortach stoi na skalnym klifie nad wodą, a drugi w czarnych szorstkich skałach skacze z niego do wody	Na krawędzi klifu stoją dwaj mężczyźni, a jeden skacze do wody	4	NEUTRAL
8963	Mała grupa osób stoi, a dwie siedzą na sofie	Grupa pięciu młodych dorosłych wyleguje się w domu	3.8	NEUTRAL
8986	Młoda dziewczynka w bikini skacze na plaży	Młoda dziewczyna w kostiumie pływackim skacze na plaży	4.4	ENTAILMENT
9014	Blond dziecko zjeżdża w dół zjeżdżalni z wyrzuconymi w górę rękami	Dziecko z ciemnymi włosami zjeżdża w dół zjeżdżalni z wyrzuconymi w górę rękami	3.7	CONTRADICTION
9029	Dwa psy bawią się w lesie	Brązowy pies biegnie za czarnym psem na skalistym brzegu	2.3	NEUTRAL
9036	Biały pies zbliża się do złotego psa na kamienistej plaży	Dwa psy bawią się na skalistej plaży	2.9	NEUTRAL
9056	Dwie młode dziewczynki mają na sobie kapelusze i wystawiają kolorowe języki	Dwoje dzieci wyciąga niebiesko-zielone języki	3.6	NEUTRAL
9069	Dwóch chłopców leży w oceanie niedaleko plaży	Dwóch chłopców leży w wodzie niedaleko plaży	4.4	ENTAILMENT
9093	Wielki mężczyzna siedzi w sklepie z akcesoriami militarnymi	Weteran pokazuje różnym ludziom różne rzeczy z wojny	2.8	NEUTRAL
9102	Pies z niebieskim kołnierzykiem bawi się piłką na zewnątrz	Szary pies odbija piłkę nożną głową na trawiastym boisku	3.4	NEUTRAL
9125	Młoda kobieta z indyjską odzieżą i henną na ręku przedziera się przez papierkową robotę	Kobieta ma na sobie kolorową koszulę i dużo biżuterii	2.4	NEUTRAL
9132	Mężczyzna na czarnej koszulce stoi na siłowni	Mężczyzna w czarnej koszulce stoi na siłowni	4.9	ENTAILMENT
9136	Mężczyzna w czarnej koszulce stoi na siłowni	Mężczyzna stoi na siłowni i ma na sobie koszulkę	4.5	ENTAILMENT
9169	Mały biało-brązowy pies biegnie po chodniku	Mały brązowo-biały pies biegnie po drodze	3.7	NEUTRAL
9188	Pies obraca się na trawie i ściga lacącą piłkę tenisową	Żółty pies ściga piłkę	4.4	NEUTRAL
