pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
1311	Osoba wykonuje sztuczkę karcianą	Osoba wykonuje sztuczkę z kartami	4.8	ENTAILMENT
1317	Osoba wykonuje sztuczkę karcianą	Mężczyzna smaży tortillę	1	NEUTRAL
1318	Chłopiec uderza mężczyznę plastikowym mieczem	Chłopiec uderza mężczyznę zabawkową bronią	4.5	ENTAILMENT
1319	Chłopiec uderza mężczyznę plastikowym mieczem	Chłopiec uderza kobietę plastikowym mieczem	3.5	NEUTRAL
1321	Chłopiec tłucze mężczyznę mieczem	Mężczyzna zostaje uderzony przez dziecko bronią	4.4	ENTAILMENT
1326	Mężczyzna tłucze chłopca z mieczem	Chłopiec uderza mężczyznę plastikowym mieczem	3.5	NEUTRAL
1328	Chłopiec tłucze mężczyznę mieczem	Chłopiec uderza kobietę plastikowym mieczem	3.5	NEUTRAL
1329	Chłopiec tłucze mężczyznę mieczem	Mężczyzna uderza chłopca plastikowym mieczem	3.3	NEUTRAL
1335	Kobieta mierzy kostkę innej kobiety	Kobieta jest mierzona przez inną kobietę	4.4	ENTAILMENT
1336	Kobieta mierzy mężczyznę	Kobieta mierzy kostkę innej kobiety	3	NEUTRAL
1341	Nie ma mężczyzny wykonującego rozmowę telefoniczną	Mężczyzna wykonuje rozmowę telefoniczą	3.4	CONTRADICTION
1342	Mężczyzna rozmawia przez telefon komórkowy	Mężczyzna dzwoni na telefon komórkowy	4.8	ENTAILMENT
1344	Mężczyzna rozmawia przez telefon komórkowy	Mężczyzna wykonuje rozmowę telefoniczą	4.3	NEUTRAL
1345	Mężczyzna rozmawia przez telefon	Mężczyzna wykonuje rozmowę telefoniczą	3.8	NEUTRAL
1346	Mężczyzna dzwoni na telefon komórkowy	Mężczyzna rozmawia przez telefon	4.2	NEUTRAL
1350	Nie ma psa przewracającego się z boku na bok	Pies przewraca się z boku na bok	3.8	CONTRADICTION
1352	Nie ma przewracających się szczeniaków	Szczeniak wielokrotnie przewraca się z boku na bok na plecach	3.8	CONTRADICTION
1354	Pies przewraca się z boku na bok	Nie ma przewracających się szczeniaków	3.6	NEUTRAL
1355	Szczeniak wielokrotnie przewraca się z boku na bok na plecach	Zwierzę przewraca się z boku na bok w ogrodzie	4.1	NEUTRAL
1358	Maszyna ostrzy ołówek	Ołówek jest ostrzony	4.5	ENTAILMENT
1359	Maszyna ostrzy nóż	Maszyna ostrzy ołówek	2.9	NEUTRAL
1361	Maszyna nie ostrzy ołówka	Maszyna ostrzy koniec ołówka	3.8	CONTRADICTION
1365	Maszyna ostrzy nóż	Maszyna ostrzy koniec ołówka	2.1	NEUTRAL
1371	Mężczyzna gra na keyboardzie	Pianista gra na keyboardzie	4.2	NEUTRAL
1372	Osoba nie gra na keyboardzie	Mężczyzna gra na keyboardzie	2.6	CONTRADICTION
1373	Mężczyzna gra na keyboardzie w parku	Osoba gra na keyboardzie	4.3	ENTAILMENT
1376	Mężczyzna opłukuje duży stek	Mężczyzna opłukuje duży kawałek mięsa	4.6	ENTAILMENT
1378	Stek jest płukany wodą przez osobę	Osoba opłukuje stek wodą	5	ENTAILMENT
1379	Nikt nie opłukuje steka wodą	Osoba opłukuje stek wodą	4	CONTRADICTION
1380	Stek jest płukany wodą przez osobę	Mężczyzna opłukuje duży stek	4.2	NEUTRAL
1381	Nikt nie opłukuje steka wodą	Mężczyzna opłukuje duży stek	3.8	CONTRADICTION
1384	Mężczyzna opłukuje duży stek	Osoba opłukuje stek wodą	4.6	NEUTRAL
1385	Ktoś sieka czerwoną cebulę	Ktoś sieka cebulę	4.6	ENTAILMENT
1386	Człowiek nie sieka cebuli	Ktoś sieka cebulę	4.4	CONTRADICTION
1387	Osoba jedzie na starym motocyklu	Osoba jedzie na motocyklu	4.4	ENTAILMENT
1388	Osoba jedzie na motocyklu	Osoba stojąca w pobliżu motocykla	3.3	CONTRADICTION
1389	Ktoś sieka cebulę	Osoba jedzie na starym motocyklu	1.1	NEUTRAL
1399	Nie ma krzyczącego mężczyzny	Mężczyzna płacze	2.1	NEUTRAL
1403	Masło w pojemniku jest krojone przez mężczyznę	Mężczyzna kroi masło w pojemniku	5	ENTAILMENT
1404	Mężczyzna kroi masło w małym naczyniu	Mężczyzna kroi masło w pojemniku	4.8	ENTAILMENT
1405	Krewetka jest krojona przez kobietę	Kobieta kroi krewetki	4	NEUTRAL
1407	Mężczyzna kroi masło w pojemniku	Krewetka jest krojona przez kobietę	2.3	NEUTRAL
1408	Kobieta nie kroi krewetek	Mężczyzna kroi masło w pojemniku	1.8	NEUTRAL
1409	Masło w pojemniku jest krojone przez mężczyznę	Kobieta kroi krewetki	1.4	NEUTRAL
1414	Niektórzy mężczyźni piłują	Mężczyźni piłują	4.8	ENTAILMENT
1415	Niektórzy mężczyźni piłują	Nie ma piłujących mężczyzn	3.9	CONTRADICTION
1417	Mężczyźni piłują belki	Nie ma piłujących mężczyzn	3.9	CONTRADICTION
1419	Niektórzy mężczyźni piłują	Kobiety piłują belki	3.8	NEUTRAL
1421	Kobieta myje nogi	Kobieta szczotkuje nogi	3.7	NEUTRAL
1427	Kobieta sieka cebulę	Kobieta myje nogi	1	NEUTRAL
1429	Kobieta szczotkuje nogi	Kobieta sieka cebulę	1.2	NEUTRAL
1431	Mężczyzna gra na gitarze	Mężczyzna nie gra na gitarze	3.4	CONTRADICTION
1432	Mężczyzna gra na keyboardzie	Muzyk gra na keyboardzie	4.2	ENTAILMENT
1434	Mężczyzna gra na gitarze	Muzyk gra na keyboardzie	2.3	NEUTRAL
1435	Nie ma mężczyzny grającego na keyboardzie	Mężczyzna gra na gitarze	2.7	NEUTRAL
1438	Mężczyzna gra na gitarze	Mężczyzna gra na keyboardzie	3	NEUTRAL
1444	Mężczyzna śmieje się	Mężczyzna pluje	3.3	NEUTRAL
1446	Nie ma plujących mężczyzn	Mężczyzna mówi	1.7	NEUTRAL
1448	Mężczyzna rozkłada ciasto	Ciasto jest rozkładane przez mężczyznę	4.8	ENTAILMENT
1453	Mężczyzna rozkłada ciasto	Nie ma kobiety krojącej mięso nożem	1.1	NEUTRAL
1455	Kobieta kroi mięso nożem	Mężczyzna wyrabia ciasto	1.7	NEUTRAL
1458	Dziecko śmieje się	Dziecko płacze	3.1	NEUTRAL
1461	Mężczyzna uprawia aktywność fizyczną	Dziecko śmieje się	1.1	NEUTRAL
1463	Mężczyzna ćwiczy	Szczęśliwe dziecko śmieje się	1	NEUTRAL
1464	Dziecko płacze	Mężczyzna ćwiczy	1	NEUTRAL
1466	Trzech mężczyzn skacze z wysokiego muru	Trzech mężczyzn skacze z muru	4.9	ENTAILMENT
1467	Trzech mężczyzn skacze na murze	Trzech mężczyzn skacze z muru	4	CONTRADICTION
1473	Trzech młodych mężczyzn biega, skacze i kopie w pobliżu automatu sprzedającego	Trzech mężczyzn skacze na murze	2.8	NEUTRAL
1474	Trzech mężczyzn skacze z muru	Trzech młodych mężczyzn biega, skacze i kopie w pobliżu automatu sprzedającego	2.7	NEUTRAL
1476	Jeleń stoi za ogrodzeniem	Jeleń skacze przez ogrodzenie z siatki	3.3	NEUTRAL
1479	Jeleń skacze przez niskie ogrodzenie	Jeleń skacze przez ogrodzenie z siatki	3.8	NEUTRAL
1480	Jeleń skacze przez ogrodzenie z siatki	Jeleń nie skacze przez płot	3.7	CONTRADICTION
1481	Jeleń skacze przez mur	Jeleń skacze przez ogrodzenie	4	NEUTRAL
1482	Jeleń stoi za ogrodzeniem	Jeleń skacze przez ogrodzenie	3.5	CONTRADICTION
1483	Jeleń skacze przez ogrodzenie z siatki	Jeleń skacze przez ogrodzenie	4.6	ENTAILMENT
1484	Olej jest mieszany przez mężczyznę	Mężczyzna miesza olej	4.9	ENTAILMENT
1486	Mężczyzna miesza sos do kurczaka	Mężczyzna gotuje sos do mięsa	4.1	NEUTRAL
1488	Mężczyzna miesza olej	Mężczyzna gotuje sos do mięsa	3.2	NEUTRAL
1489	Mężczyzna miesza olej	Mężczyzna nie miesza sosu do kurczaka	3.2	NEUTRAL
1494	Nie ma mężczyzny grającego na gitarze	Mężczyzna używa gitary do grania	4.3	CONTRADICTION
1498	Mężczyzna używa gitary do grania	Nie ma mężczyzny grającego na gitarze	4.1	CONTRADICTION
1499	Mężczyzna gra na gitarze elektrycznej	Mężczyzna gra na gitarze	4.5	ENTAILMENT
1501	Mężczyzna gra na gitarze	Mężczyzna używa gitary do grania	4.9	ENTAILMENT
1504	Trzech mężczyzn trenuje karate na polu	Trzech mężczyzn trenuje karate na świeżym powietrzu	4.5	ENTAILMENT
1505	Trzech mężczyzn trenuje karate na polu	Trzech mężczyzn trenuje karate na siłowni	3.7	NEUTRAL
1509	Trzech chłopców w kostiumach karate nie walczy	Trzech mężczyzn trenuje karate na polu	2.4	NEUTRAL
1511	Niektóre kobiety trzymają się za ręcę w okręgu i tańczą	Kilka kobiet trzyma się za ręce i tańczy razem	3.9	ENTAILMENT
1513	Dwóch mężczyzn gra w tenisa stołowego	Dwóch mężczyzn gra w ping pong	4.3	ENTAILMENT
1514	Dwóch mężczyzn gra w piłkarzyki stołowe	Dwóch mężczyzn gra w tenisa stołowego	2.8	CONTRADICTION
1517	Niektóre kobiety trzymają się za ręcę w okręgu i tańczą	Dwóch mężczyzn gra w tenisa stołowego	1.1	NEUTRAL
1519	Dwóch mężczyzn gra w tenisa stołowego	Kilka kobiet trzyma się za ręce i tańczy razem	1.1	NEUTRAL
1521	Nie ma kobiety krojącej brokuły	Kobieta kroi brokuły	3.4	CONTRADICTION
1523	Kobieta sadzi kwiaty	Kobieta przycina kwiaty	3.1	NEUTRAL
1524	Kobieta przycina kilka roślin	Kobieta kroi brokuły	3.5	NEUTRAL
1527	Kobieta przycina kwiaty	Nie ma kobiety krojącej brokuły	2.3	NEUTRAL
1531	Kobieta kroi białą cebulę	Kobieta tnie cebulę	4.4	ENTAILMENT
1534	Nie ma kobiety, która kroiłaby cebulę	Koń stoi	1	NEUTRAL
1535	Biały koń stoi	Kobieta tnie cebulę	1	NEUTRAL
1536	Koń biegnie	Kobieta tnie cebulę	1	NEUTRAL
1538	Kot gra na fortepianie	Kot gra na keyboardzie	4.1	NEUTRAL
1541	Mężczyzna gra na dwóch keyboardach	Nie ma mężczyzny grającego na dwóch keyboardach	2.4	CONTRADICTION
1545	Mężczyzna gra na dwóch keyboardach	Nie ma kota grającego na keyboardzie	2.3	NEUTRAL
1547	Mimy występują na małej scenie	Mimy występują na scenie	4.8	ENTAILMENT
1549	Mężczyźni grają na scenie	Mężczyźni występują na scenie	4.4	ENTAILMENT
1550	Dwóch mężczyzn wychodzi z sceny	Mężczyźni występują na scenie	3.5	NEUTRAL
1551	Mężczyźni grają na scenie	Mimy występują na scenie	3.6	NEUTRAL
1552	Dwóch mężczyzn wychodzi z sceny	Mimy występują na scenie	3.1	NEUTRAL
1553	Mężczyźni występują na scenie	Mimy występują na małej scenie	3.5	NEUTRAL
1557	Mężczyzna upuszcza drzewo	Mężczyzna niesie drzewo	3.6	NEUTRAL
1558	Mężczyzna podnosi drzewo	Drzewo jest podnoszone przez mężczyznę	4.9	ENTAILMENT
1559	Mężczyzna sadzi drzewo	Mężczyzna podnosi drzewo	3.9	NEUTRAL
1563	Mężczyzna podnosi drzewo	Mężczyzna upuszcza drzewo	3.5	NEUTRAL
1565	Mężczyzna z pasją gra na gitarze	Mężczyzna gra używając gitary	4.6	ENTAILMENT
1566	Mężczyzna gra używając gitary	Nie ma mężczyzny grającego na gitarze	3.5	CONTRADICTION
1570	Osoba słucha grającej trąbki	Człowiek gra na trąbce	3.5	NEUTRAL
1573	Mężczyzna gra używając gitary	Osoba słucha grającej trąbki	1.5	NEUTRAL
1574	Człowiek gra na trąbce	Mężczyzna z pasją gra na gitarze	2.5	NEUTRAL
1575	Człowiek gra na trąbce	Nie ma mężczyzny grającego na gitarze	2.5	NEUTRAL
1576	Mężczyzna gra na gitarze właściciela	Człowiek gra na trąbce	2.5	NEUTRAL
1580	Borsuk, który jest sprytny, kopie ziemię	Borsuk sprytnie kopie ziemię	4.5	ENTAILMENT
1582	Borsuk, który jest sprytny, kopie ziemię	Borsuk zakopuje dziurę	4	ENTAILMENT
1585	Borsuk sprytnie kopie ziemię	Borsuk nie zakopuje dziury	2.7	CONTRADICTION
1586	Borsuk sprytnie kopie ziemię	Borsuk zakopuje dziurę	4.2	ENTAILMENT
1587	Mężczyzna wylewa na patelnię pewną ilość płynu	Mężczyzna wlewa płyn do garnka	4.6	ENTAILMENT
1588	Mężczyzna wlewa płyn do garnka	Do garnka nie wlewa się żadnego płynu	3.7	CONTRADICTION
1591	Szef kuchni ostrożnie wlewa olej na patelnię	Mężczyzna wlewa płyn do garnka	3.2	NEUTRAL
1592	Mężczyzna wlewa płyn do garnka	Szef kuchni ostrożnie wyciera oliwę z patelni	2.3	NEUTRAL
1595	Mężczyzna wlewa płyn do garnka	Szef kuchni ostrożnie wlewa trochę oleju na patelnię	4.1	NEUTRAL
1599	Mężczyzna operuje stenografem	Mężczyzna nie operuje stenografem	3.3	CONTRADICTION
1601	Mężczyzna ostrożnie posługuje się stenografem	Mężczyzna pisze na maszynie stenograficznej	4.2	NEUTRAL
1604	Mężczyzna pisze na maszynie używanej do stenografii	Mężczyzna operuje stenografem	4.8	ENTAILMENT
1606	Mężczyzna operuje stenografem	Mężczyzna pisze na maszynie stenograficznej	4.7	ENTAILMENT
1607	Wąż karmiony jest myszą przez mężczyznę	Jeden mężczyzna karmi węża myszą	4.7	ENTAILMENT
1609	Biedny mężczyzna jest karmiony wężami i myszami	Wąż karmiony jest myszą przez mężczyznę	2.3	NEUTRAL
1610	Mężczyzna starannie karmi węża myszą	Mężczyzna ostrożnie karmi węża myszą	4.8	ENTAILMENT
1612	Mężczyzna starannie karmi węża myszą	Wąż karmiony jest myszą przez mężczyznę	4.8	ENTAILMENT
1614	Mężczyzna ostrożnie karmi węża myszą	Jeden mężczyzna karmi węża myszą	4.6	ENTAILMENT
1615	Żaden wąż nie jest karmiony myszą przez mężczyznę	Mężczyzna ostrożnie karmi węża myszą	3.4	CONTRADICTION
1618	Chłopak wesoło bawi się zośką	Facet wesoło bawi się zośką	4.9	ENTAILMENT
1621	Mężczyzna nie gra na fortepianie	Mężczyzna używa fortepianu do grania	3.6	CONTRADICTION
1625	Mężczyzna używa fortepianu do grania	Jest facet radośnie bawiący się zośką	1.5	NEUTRAL
1626	Mężczyzna używa fortepianu do grania	Facet wesoło bawi się zośką	1.3	NEUTRAL
1627	Mężczyzna miesza kilka składników w misce	Jakieś składniki są mieszane w misce przez osobę	4.5	ENTAILMENT
1629	Człowiek rzuca składniki do mężczyzny przy mikserze	Jakieś składniki są mieszane w misce przez osobę	2.8	NEUTRAL
1631	Kobieta rozbija dwa jajka w misce	Nie ma kobiety rozbijającej jajka w misce	3.4	CONTRADICTION
1632	Kobieta rozbija dwa jajka w misce	Kobieta rzuca dwa jajka do break dancera	2	NEUTRAL
1635	Jakieś składniki są mieszane w misce przez osobę	Kobieta rzuca dwa jajka do break dancera	1.6	NEUTRAL
1639	Kobieta rozbija dwa jajka w misce	Jakieś składniki są mieszane w misce przez osobę	3.3	NEUTRAL
1640	Dziewczynka lekkomyślnie wskakuje do samochodu	Dziewczynka nierozważnie wskakuje do pojazdu	4.6	ENTAILMENT
1641	Dziewczynka lekkomyślnie wskakuje do samochodu	Dziewczynka nie wskakuje do samochodu lekkomyślnie	3.6	CONTRADICTION
1643	Młoda pani skacze na samochód	Jedna dziewczynka skacze na samochód	4.9	ENTAILMENT
1646	Dziewczynka lekkomyślnie wskakuje do samochodu	Młoda pani skacze na samochód	4.4	ENTAILMENT
1647	Dziewczynka lekkomyślnie wskakuje do samochodu	Do samochodu nie wskakuje żadna dziewczyna	3.6	NEUTRAL
1648	Dziewczynka jest na skaczącym samochodzie	Dziewczynka lekkomyślnie wskakuje do samochodu	4	NEUTRAL
1649	Dziewczynka nierozważnie wskakuje do pojazdu	Jedna dziewczynka skacze na samochód	4.2	NEUTRAL
1650	Dziewczynka nie wskakuje do samochodu lekkomyślnie	Jedna dziewczynka skacze na samochód	3.3	NEUTRAL
1651	Samochód ryzykownie przeskakuje nad dziewczyną	Jedna dziewczynka skacze na samochód	2.9	NEUTRAL
1652	Dziewczynka lekkomyślnie wskakuje do samochodu	Jedna dziewczynka skacze na samochód	4.4	ENTAILMENT
1653	Jedna kobieta powoli obiera ziemniaka	Jedna kobieta obiera ziemniaka	4.7	ENTAILMENT
1655	Kobieta rzuca skórką ziemniaka	Jedna kobieta obiera ziemniaka	3.6	NEUTRAL
1657	Ziemniak jest obierany przez kobietę	Ziemniaka nie obiera kobieta	3.2	CONTRADICTION
1659	Jedna kobieta obiera ziemniaka	Ziemniaka nie obiera kobieta	3.6	CONTRADICTION
1660	Jedna kobieta powoli obiera ziemniaka	Ziemniak jest obierany przez kobietę	4.5	ENTAILMENT
1661	Nie ma kobiety obierającej ziemniaka	Ziemniak jest obierany przez kobietę	3.5	CONTRADICTION
1663	Ziemniak jest obierany przez kobietę	Jedna kobieta obiera ziemniaka	4.8	ENTAILMENT
1668	Na gitarze gra mężczyzna	Na gitarze nikt nie gra	3.9	CONTRADICTION
1669	Na gitarze gra mężczyzna	Mężczyzna jest gitarzystą	4.8	ENTAILMENT
1670	Łódź płynie spokojnie po wodzie	Mężczyzna używa gitary do grania	1	NEUTRAL
1671	Na gitarze nikt nie gra	Łódź płynie spokojnie po wodzie	1	NEUTRAL
1673	Łódź płynie cicho po wodzie	Na gitarze gra mężczyzna	1	NEUTRAL
1675	Żagiel łodzi odbija się w spokojnej wodzie	Na gitarze gra mężczyzna	1	NEUTRAL
1677	Mężczyzna polewa kilka pomidorów olejem	Jedna osoba leje olej na kilka pomidorów	4.6	ENTAILMENT
1680	Na pomidory polewana jest przez mężczyznę pewna ilość oliwy	Mężczyzna polewa pomidory oliwą	4.8	ENTAILMENT
1682	Mężczyzna polewa pomidory oliwą	Ktoś leje olej pomidorowy na mężczyznę	2.4	NEUTRAL
1687	Mężczyzna polewa pomidory oliwą	Mężczyzna nie polewa pomidorów olejem	3	CONTRADICTION
1691	Nie ma mleka pitego przez kota	Mleko jest pite przez kota	3.7	CONTRADICTION
1694	Kociak pije świeże mleko	Nie ma kotka pijącego mleko	3.7	CONTRADICTION
1697	Nie ma kotka pijącego mleko	Mleko jest pite przez kota	3.7	NEUTRAL
1700	Kociak pije świeże mleko	Nie ma mleka pitego przez kota	3.7	CONTRADICTION
1702	Kociak pije świeże mleko	Mleko jest pite przez kota	4.2	ENTAILMENT
1705	Żaba jest nieostrożnie trzymana przez mężczyznę	Mężczyzna nieostrożnie trzyma żabę	4.8	ENTAILMENT
1706	Mężczyzna nieostrożnie trzyma żabę	Mężczyzna nieostrożnie upuszcza żabę	3.6	NEUTRAL
1707	Plastikowy pojemnik jest opróżniany przez mężczyznę	Żaba jest nieostrożnie trzymana przez mężczyznę	1.1	NEUTRAL
1708	Plastikowy pojemnik jest opróżniany przez mężczyznę	Mężczyzna nieostrożnie upuszcza żabę	1.2	NEUTRAL
1712	Mężczyzna kroi cebulę w plastry	Cebula jest krojona przez mężczyznę	4.9	ENTAILMENT
1714	Mężczyzna je plasterki cebuli	Mężczyzna kroi cebulę w plastry	3.7	NEUTRAL
1715	Cebula jest szatkowana przez mężczyznę	Cebula jest cięta przez mężczyznę	4.9	ENTAILMENT
1716	Żadna cebula nie jest krojona przez mężczyznę	Cebula jest szatkowana przez mężczyznę	3.1	CONTRADICTION
1719	Cebula jest krojona przez mężczyznę	Cebula jest szatkowana przez mężczyznę	4.8	ENTAILMENT
1721	Cebula jest szatkowana przez mężczyznę	Mężczyzna je plasterki cebuli	3.2	NEUTRAL
1723	Mężczyzna lekkomyślnie jedzie na koniu	Człowiek nieostrożnie jeździ konno	4.2	ENTAILMENT
1724	Mężczyzna lekkomyślnie jedzie na koniu	Nie ma człowieka lekkomyślnie jeżdżącego konno	4.1	CONTRADICTION
1729	Mężczyzna lekkomyślnie jedzie na koniu	Słoń nie jest dosiadany przez kobietę	1.4	NEUTRAL
1733	Mężczyzna lekkomyślnie jedzie na koniu	Słoń jest dosiadany przez kobietę	1	NEUTRAL
1736	Ktoś gra na fortepianie	Na fortepianie ktoś gra	5	ENTAILMENT
1741	Na fortepianie ktoś gra	Nikt nie karmi zwierzęcia	1	NEUTRAL
1747	Jeden mężczyzna włącza mikrofalę	Jeden mężczyzna wyłącza mikrofalę	4	CONTRADICTION
1751	Jeden mężczyzna włącza mikrofalę	Nie ma mężczyzny, który naciska przyciski na mikrofalówce	3.7	CONTRADICTION
1753	Jeden mężczyzna włącza mikrofalę	Mężczyzna naciska przyciski na mikrofalówce	4.3	ENTAILMENT
1755	Na flecie gra dziewczyna	Flet jest odkładany przez dziewczynę	3.1	CONTRADICTION
1756	Na flecie gra dziewczyna	Dziewczynka robi flet, który nie będzie do grania	3.8	NEUTRAL
1757	Jedna kobieta ćwiczy na flecie	Jedna kobieta gra na flecie	4.485	ENTAILMENT
1759	Na flecie gra dziewczyna	Jedna kobieta ćwiczy na flecie	4.2	NEUTRAL
1765	Chłopiec chętnie gra na fortepianie	Jeden chłopiec chętnie gra na fortepianie	5	ENTAILMENT
1766	Chłopiec nie gra radośnie na fortepianie	Chłopiec chętnie gra na fortepianie	3.8	CONTRADICTION
1771	Chłopiec chętnie gra na fortepianie	Na fortepianie gra osoba	4.3	ENTAILMENT
1772	Chłopiec chętnie gra na fortepianie	Na fortepianie nie gra mężczyzna	3.3	NEUTRAL
1773	Chłopiec chętnie gra na fortepianie	Pianista jest twardy	2.1	NEUTRAL
1776	Na fortepianie gra mężczyzna	Spektakl opowiada o szczęśliwym chłopcu grającym na fortepianie	2.6	NEUTRAL
1777	Chłopiec chętnie gra na fortepianie	Na fortepianie gra mężczyzna	3.8	NEUTRAL
1780	Gepard szybko goni za ofiarą	Gepard szybko podąża za swoją ofiarą	4.6	ENTAILMENT
1781	Gepard szybko goni za ofiarą	Nie żadnego ma geparda szybko biegnącego za swoją ofiarą	3.8	CONTRADICTION
1782	Gepard szybko goni za ofiarą	Ofiara szybko biegnie za gepardem	3.6	CONTRADICTION
1783	Gepard ściga ofiarę po polu	Gepard szybko podąża za swoją ofiarą	4.4	NEUTRAL
1784	Gepard ściga ofiarę po polu	Nie żadnego ma geparda szybko biegnącego za swoją ofiarą	3.6	CONTRADICTION
1787	Gepard jest zgubiony przez ofiarę na polu	Gepard szybko goni za ofiarą	3.7	NEUTRAL
1789	Lew stąpa ze zmęczeniem po zagrodzie	Lew chodzi ze zmęczeniem w zagrodzie	4.9	ENTAILMENT
1791	Lew męczący całą zagrodę chodząc	Lew stąpa ze zmęczeniem po zagrodzie	3.8	NEUTRAL
1792	Lew idzie powoli	Lew powoli się porusza	4.2	ENTAILMENT
1798	Lew chodzi ze zmęczeniem w zagrodzie	Lew idzie powoli	4.4	ENTAILMENT
1808	Żaden mężczyzna nie gra głośno na gitarze	Na flecie gra mężczyzna	1.8	NEUTRAL
1809	Głośny mężczyzna nie może grać na gitarze	Na flecie gra mężczyzna	2.8	NEUTRAL
1812	Mężczyzna głośno gra na gitarze	Na flecie gra mężczyzna	3.1	NEUTRAL
1814	Osoba nie kroi pomarańczowej papryki	Osoba kroi w kostkę paprykę, która jest pomarańczowa	3.3	CONTRADICTION
1815	Osoba kroi w kostkę paprykę, która jest pomarańczowa	Pomarańczowe kości zostały rzucone przez kucharza aby wygrać paprykę	2.9	NEUTRAL
1818	W pobliżu kucharza krojącego papryki dzwonią dzwoneczki	Kucharz kroi papryki dzwonkowe	3.1	NEUTRAL
1820	Nie ma kucharza krojącego papryki dzwonkowe	Osoba kroi w kostkę paprykę, która jest pomarańczowa	3.4	CONTRADICTION
1822	Kucharz kroi papryki dzwonkowe	Pomarańczowa papryka jest krojona w kostkę przez osobę	4.1	NEUTRAL
1823	Osoba nie kroi pomarańczowej papryki	Kucharz kroi papryki dzwonkowe	3.5	NEUTRAL
1825	Osoba kroi w kostkę paprykę, która jest pomarańczowa	Kucharz kroi papryki dzwonkowe	4.3	NEUTRAL
1829	Część tofu jest krojona przez jedną kobietę	Tofu jest krojone przez kobietę	4.9	ENTAILMENT
1830	Tofu jest krojone przez kobietę	Tofu nie jest krojone przez kobietę	3.5	CONTRADICTION
1832	Dziewczynka dzieli masło na dwie części	Część tofu jest krojona przez jedną kobietę	2.2	NEUTRAL
1840	Mała dziewczynka czesze włosy w koński ogon	Dziewczynka, która jest mała, czochra swoje włosy	3.5	NEUTRAL
1841	Dziewczynka czesze włosy z ogona małego kucyka	Mała dziewczynka czesze włosy w koński ogon	2.8	NEUTRAL
1842	Jeden mężczyzna siedzi ciągle na krześle	Mężczyzna siedzi na krześle	4.4	ENTAILMENT
1844	Mała dziewczynka czesze włosy w koński ogon	Jeden mężczyzna siedzi ciągle na krześle	1	NEUTRAL
1846	Mała dziewczynka uważnie czesze włosy w koński ogon	Mężczyzna siedzi na krześle	1	NEUTRAL
1849	Mężczyzna siedzi na krześle	Mała dziewczynka czesze włosy w koński ogon	1.1	NEUTRAL
1851	Mężczyzna nieostrożnie smaruje masło na kromce chleba czosnkowego	Mężczyzna nie rozsmarowuje masła na chlebie	3.7	CONTRADICTION
1852	Mężczyzna rozsmarowuje masło na kromkę chleba, która jest duża	Kromka chleba, która jest duża, jest smarowana masłem przez człowieka	4.7	ENTAILMENT
1853	Mężczyzna usuwa masło z kromki chleba, która jest duża	Mężczyzna rozsmarowuje masło na kromkę chleba, która jest duża	4.1	NEUTRAL
1854	Mężczyzna nieostrożnie smaruje masło na kromce chleba czosnkowego	Kromka chleba, która jest duża, jest smarowana masłem przez człowieka	4.1	NEUTRAL
1866	Papuga mówi do mikrofonu	Żadna papuga nie mówi	3.5	CONTRADICTION
1869	Mówi papuga	Papuga milczy przed mikrofonem	2.9	CONTRADICTION
1873	Niektóre kocięta są głodne	Niektóre kocięta jedzą	3.7	NEUTRAL
1874	Mężczyzna je w pobliżu kociąt	Niektóre kocięta jedzą	2.9	NEUTRAL
1876	Pokarmy na tackach nie są spożywane przez kocięta	Pokarm na tacy jest spożywany przez kocięta	3.3	CONTRADICTION
1878	Kocięta jedzą jedzenie na tacy	Niektóre kocięta jedzą	4.7	ENTAILMENT
1879	Pokarmy na tackach nie są spożywane przez kocięta	Niektóre kocięta jedzą	2.8	CONTRADICTION
1882	Niektóre kocięta są głodne	Pokarm na tacy jest spożywany przez kocięta	2.9	NEUTRAL
1884	Pokarm na tacy jest spożywany przez kocięta	Niektóre kocięta jedzą	4.4	ENTAILMENT
1886	Osoba śpiewa i gra używając gitary	Nie ma osoby śpiewającej i grającej na gitarze	4.1	CONTRADICTION
1887	Osoba śpiewa i gra używając gitary	Piosenkarka gra na gitarze przed osobą	4	NEUTRAL
1888	Mężczyzna z pasją gra na gitarze	Jeden mężczyzna z pasją gra na gitarze	4.9	ENTAILMENT
1892	Mężczyzna odkłada gitarę	Osoba śpiewa i gra używając gitary	3.4	NEUTRAL
1894	Mężczyzna z pasją gra na gitarze	Osoba śpiewa i gra na gitarze	4.2	NEUTRAL
1897	Osoba śpiewa i gra używając gitary	Mężczyzna z pasją gra na gitarze	4.185	NEUTRAL
1898	Niektóre zwierzęta bawią się dziko w wodzie	Kilka zwierząt bawi się w wodzie	4.4	ENTAILMENT
1904	Kilka zwierząt bawi się w wodzie	Nikt nie gra w ping pong	1	NEUTRAL
1907	Dwie osoby grają w ping pong	Kilka zwierząt jest poza wodą	1	NEUTRAL
1909	Okna polerowane są przez mężczyznę	Okna są czyszczone przez mężczyznę	4.4	ENTAILMENT
1910	Okna są czyszczone przez mężczyznę	Nie ma okien czyszczonych przez mężczyznę	3.4	CONTRADICTION
